price,postal_code,rooms,area,state,has_open_fire,property_type,property_subtype,facades_number,is_furnished,has_terrace,has_garden,has_swimming_pool,has_equipped_kitchen,is_luxurious
486813,5020,5,160,2,-1,1,11,4,-1,-1,1,2,4,0
409640,5100,3,132,2,-1,1,11,4,-1,-1,1,2,4,0
459196,5020,4,148,2,-1,1,11,4,-1,-1,1,2,4,0
410000,5021,5,223,3,-1,1,11,4,0,1,1,2,4,0
285000,5000,2,163,3,-1,1,11,2,0,1,1,2,4,0
445000,5020,5,185,3,-1,1,11,4,-1,1,1,2,0,0
499000,5000,4,190,3,-1,1,11,3,0,1,1,2,4,0
480000,5100,3,231,4,-1,1,11,4,0,1,1,1,4,0
495000,5100,4,208,4,-1,1,11,4,0,1,1,2,4,0
875000,5000,4,320,3,-1,1,14,4,0,1,1,1,4,1
359000,5000,4,172,4,-1,1,11,2,0,1,1,2,0,0
235000,5100,4,160,5,-1,1,11,3,-1,0,1,2,4,0
220000,5100,2,130,5,-1,1,11,2,0,1,1,0,4,0
199000,5000,3,140,3,-1,2,9,2,-1,-1,1,2,4,0
395000,5002,4,230,0,-1,1,11,2,0,1,1,0,3,0
199000,5000,4,140,3,-1,1,11,2,-1,0,1,2,4,0
495000,5000,5,197,3,-1,1,11,2,0,1,1,2,4,0
445000,5100,4,214,3,-1,2,8,2,0,1,1,2,4,0
224000,5002,4,164,7,-1,1,11,2,0,1,1,0,2,0
299000,5000,6,223,5,-1,1,11,2,0,1,1,0,4,0
445000,5100,4,260,7,-1,1,11,4,-1,-1,1,2,0,0
975000,5101,3,255,0,-1,1,11,4,0,1,1,1,4,1
225000,5000,3,127,5,-1,1,3,3,0,1,1,2,0,0
399000,5020,4,203,0,-1,1,11,2,0,1,1,0,4,0
320000,5100,3,119,7,-1,1,11,3,-1,1,1,2,4,0
395000,5020,4,280,3,-1,1,11,4,-1,1,1,2,0,0
265000,5100,4,350,3,-1,1,11,3,-1,0,1,2,4,0
625000,5100,3,193,0,-1,1,11,4,0,1,1,0,0,0
645000,5000,4,254,3,-1,1,11,-1,-1,-1,-1,2,4,0
235000,5020,3,116,3,-1,1,11,3,0,1,1,2,4,0
435000,5100,4,190,4,-1,1,14,4,0,1,1,2,4,0
1800000,3000,4,488,4,1,1,14,4,-1,-1,1,2,2,1
1350000,3000,3,204,4,-1,1,11,-1,0,1,1,2,4,1
680000,3000,-1,214,3,-1,1,11,2,-1,1,1,2,4,0
385000,3000,3,90,0,-1,1,11,2,-1,0,0,2,4,0
495000,3018,4,400,3,-1,1,11,2,-1,1,1,2,4,1
495000,3018,4,220,3,-1,1,11,3,-1,0,1,2,4,0
385000,3010,4,153,3,-1,2,9,-1,0,0,0,2,4,0
530000,3000,3,164,3,-1,1,11,-1,0,0,1,2,4,0
569000,3001,4,221,5,-1,1,11,-1,-1,0,0,0,4,0
695000,3001,3,184,4,-1,1,14,4,0,1,1,2,4,0
1950000,3010,5,387,3,-1,1,14,4,-1,1,1,2,4,1
575000,3000,4,200,5,-1,1,11,4,0,1,1,0,4,0
975000,3001,5,360,4,-1,1,14,4,-1,1,1,2,0,1
390000,3000,2,91,5,-1,1,11,2,-1,1,1,2,4,0
285000,3010,2,112,5,-1,1,11,2,0,0,0,2,4,0
285000,3010,2,112,5,-1,2,9,2,0,0,0,2,4,0
743000,3001,5,232,0,-1,1,11,3,0,1,1,2,4,1
425000,3000,4,167,5,-1,1,11,-1,0,0,1,2,4,0
515000,3000,5,208,3,-1,1,11,2,-1,1,0,2,4,0
585000,3001,4,174,3,-1,1,11,2,-1,1,1,2,4,0
395000,3000,3,125,3,-1,1,11,2,-1,1,1,2,4,0
495000,3001,3,138,4,-1,1,11,-1,0,1,1,2,4,0
399000,3000,3,125,3,-1,1,11,2,-1,1,1,2,4,0
775000,3000,5,245,4,-1,1,11,2,0,1,1,0,3,1
895000,3000,3,339,5,-1,2,8,-1,0,0,1,2,4,1
349000,3010,4,120,5,-1,1,11,-1,-1,0,0,2,4,0
695000,3001,3,247,4,-1,1,11,-1,0,1,1,2,4,0
1280000,3000,6,895,0,1,1,14,4,-1,1,1,1,0,1
695000,3001,3,247,4,-1,1,11,-1,0,1,1,2,4,0
149000,7033,2,120,4,-1,1,11,2,0,1,1,2,4,0
150000,7030,1,100,3,-1,1,11,2,-1,1,0,2,4,0
449500,7032,4,257,3,-1,1,11,4,0,1,1,2,3,0
325000,7000,6,230,4,-1,1,14,4,-1,-1,1,2,2,0
249000,7000,2,130,7,-1,2,9,3,0,-1,-1,0,4,0
360000,7000,4,230,4,-1,1,11,-1,-1,-1,-1,2,4,0
179000,7000,1,170,4,-1,2,9,2,0,-1,-1,0,0,0
168000,7012,1,254,3,-1,1,11,3,-1,0,0,2,4,0
210000,7020,3,148,4,-1,1,11,3,0,1,1,0,0,0
140000,7020,2,121,4,-1,1,11,3,0,1,1,2,0,0
350000,7000,4,225,4,-1,2,8,3,-1,-1,1,2,4,0
800000,7000,5,330,0,-1,2,8,-1,-1,1,1,2,0,1
180000,7011,2,152,5,-1,1,11,3,0,0,1,2,4,0
169000,7012,3,150,3,-1,1,11,-1,-1,1,1,2,4,0
355542,7000,3,258,0,-1,1,11,-1,-1,-1,1,2,3,0
155000,7011,4,248,5,-1,1,11,2,0,1,1,2,4,0
119000,7022,2,200,5,-1,2,9,2,0,1,1,0,4,0
250000,7012,2,100,5,-1,1,14,4,0,1,1,0,0,0
430000,7000,-1,300,0,-1,2,9,2,-1,1,-1,0,4,0
215000,7000,3,153,4,-1,2,9,2,-1,1,-1,2,4,0
169000,7000,1,88,4,-1,1,11,2,-1,-1,-1,0,4,0
375000,7000,4,203,4,-1,1,11,2,0,1,1,1,4,0
200000,7022,4,140,4,-1,1,11,2,0,1,1,2,0,0
399000,7000,3,122,1,-1,1,11,3,0,-1,1,0,0,0
89000,7033,3,94,5,-1,1,11,2,0,1,1,0,2,0
410800,7022,3,187,2,-1,1,11,4,-1,-1,1,2,4,0
90000,7012,3,115,5,-1,1,11,3,0,0,1,2,2,0
170000,7012,3,90,4,-1,1,11,2,0,1,1,2,0,0
160000,7012,3,120,7,-1,1,11,2,0,1,1,2,2,0
90000,7012,2,74,4,-1,1,11,2,0,1,1,2,4,0
260000,7022,2,120,4,-1,1,11,-1,-1,-1,-1,2,4,0
490000,7000,7,376,4,-1,2,9,2,-1,1,-1,2,4,1
210000,7012,3,147,5,-1,1,11,2,0,0,1,2,4,0
195000,7012,2,130,1,-1,1,11,2,-1,1,0,2,3,0
249000,7022,2,120,0,-1,1,11,3,-1,1,1,2,4,0
155000,7020,3,105,7,-1,1,11,2,0,1,-1,2,2,0
239000,7000,6,250,3,-1,1,11,2,0,0,0,2,4,0
145000,7033,3,129,4,-1,1,11,2,0,1,1,0,2,0
1150000,7022,7,647,0,1,1,11,4,-1,1,1,1,3,1
195000,7000,5,195,5,-1,1,11,3,-1,-1,1,2,4,0
220000,7034,5,266,5,-1,1,11,3,0,1,1,2,4,0
160000,7022,3,120,7,-1,1,11,3,0,1,1,2,0,0
199000,7000,2,138,5,-1,1,11,3,0,-1,-1,0,4,0
125000,7033,2,70,7,-1,1,11,2,0,-1,1,2,0,0
115000,7012,2,128,4,-1,1,11,-1,-1,-1,-1,2,4,0
235000,7000,3,120,4,-1,1,11,2,0,1,0,2,2,0
245000,7012,5,406,0,-1,1,11,2,0,0,1,2,4,1
185000,7012,4,160,3,-1,1,11,2,0,1,1,2,0,0
129000,7034,3,85,3,-1,1,11,3,-1,0,1,2,4,0
365000,7000,3,190,1,-1,2,9,2,0,0,0,0,4,0
179000,7020,3,192,5,-1,1,11,3,0,1,1,0,2,0
325000,7000,6,340,5,-1,1,11,3,0,1,1,0,4,1
98000,7024,3,144,5,-1,1,11,2,-1,-1,1,2,4,0
325000,7000,-1,340,5,-1,2,9,3,0,1,1,0,4,0
345000,7012,3,145,4,-1,1,14,4,0,0,1,2,4,0
195000,7022,3,145,5,-1,1,11,3,-1,-1,1,2,1,0
850000,7000,6,450,0,-1,1,11,2,0,1,1,1,0,1
190000,7034,4,119,3,-1,1,11,-1,-1,1,1,2,4,0
625000,7034,6,425,0,-1,1,14,4,0,1,1,0,4,1
250000,7012,2,230,4,-1,2,9,2,0,1,1,2,0,0
570000,7000,5,310,3,-1,1,11,2,0,1,1,0,3,1
149000,7000,4,157,3,-1,1,11,3,0,0,1,2,4,0
139000,7012,2,84,1,-1,1,11,-1,-1,-1,-1,2,4,0
129000,7012,2,128,1,-1,1,11,-1,-1,-1,-1,2,4,0
480000,7000,4,195,3,-1,1,14,-1,-1,1,1,2,2,0
160000,7012,2,90,0,-1,1,11,2,0,0,0,2,0,0
150000,7012,2,98,5,-1,1,11,3,0,1,1,2,4,0
180000,7012,5,144,9,-1,1,11,2,0,1,1,0,4,0
199900,7012,3,110,3,-1,1,11,3,0,1,1,2,4,0
625000,7022,5,566,0,-1,1,11,3,-1,1,1,0,2,1
159000,7000,3,166,5,-1,1,11,2,0,1,1,0,4,0
85000,7033,2,85,5,-1,1,11,2,0,0,1,0,4,0
125000,7012,2,110,5,-1,1,11,2,0,0,1,2,4,0
401300,7000,3,187,2,-1,1,11,4,-1,-1,1,2,4,0
950000,7000,9,569,4,-1,1,11,4,-1,0,1,2,4,1
140000,7012,5,165,3,-1,1,11,2,0,0,1,2,4,0
375000,7022,4,291,7,-1,1,11,4,0,1,1,2,4,0
289500,7000,3,167,5,-1,1,11,2,0,1,1,0,0,0
189000,7012,4,169,4,-1,1,11,2,0,1,1,0,0,0
250000,7000,2,108,4,-1,2,9,2,-1,-1,-1,2,0,0
359000,7030,3,196,2,-1,1,11,2,0,1,1,2,4,0
95000,7012,2,120,5,-1,1,11,3,0,1,1,2,4,0
165000,7020,2,124,4,-1,1,11,3,0,1,1,0,2,0
525000,7032,4,322,0,-1,1,11,4,-1,1,1,1,4,1
90000,7012,2,130,5,-1,1,11,2,0,1,1,2,4,0
85000,7000,2,60,5,-1,1,11,-1,-1,-1,-1,2,4,0
225000,7000,4,186,4,-1,2,8,2,0,0,1,2,4,0
175000,7033,3,151,3,-1,1,11,2,0,0,1,2,4,0
170000,7000,2,138,4,-1,1,11,2,-1,1,1,2,4,0
120000,7033,2,95,4,-1,1,11,2,0,1,0,0,2,0
135000,7031,1,80,7,-1,1,11,3,0,1,1,2,0,0
309000,7000,3,175,4,-1,1,11,2,0,1,1,0,0,0
395000,7000,5,302,4,-1,1,14,4,0,1,1,2,4,0
252000,7020,3,130,4,-1,1,11,3,0,1,1,1,0,0
155000,7012,3,75,0,-1,1,11,3,0,1,0,2,2,0
225000,7000,-1,140,4,-1,2,9,2,-1,-1,-1,2,4,0
525000,7000,7,376,4,-1,2,9,2,-1,1,-1,2,4,1
185000,7033,2,110,5,-1,1,11,-1,-1,-1,-1,2,4,0
300000,7024,4,250,4,-1,1,11,2,0,1,1,2,0,0
99000,7033,2,82,5,-1,1,11,2,0,1,1,2,0,0
200000,7000,2,100,7,-1,1,11,2,0,1,1,2,2,0
725000,7000,8,418,4,1,1,11,3,-1,1,1,2,4,1
425000,7000,1,316,4,-1,2,9,3,-1,-1,-1,2,4,0
300000,7024,4,250,4,-1,1,11,-1,-1,-1,-1,2,4,0
389000,9320,3,140,4,-1,1,11,-1,-1,-1,-1,2,4,0
299000,9300,3,152,0,-1,1,11,-1,-1,1,1,2,4,0
495000,9320,2,106,4,-1,1,11,4,0,1,1,2,2,0
299000,9300,3,154,3,-1,1,11,2,-1,1,1,2,4,0
225000,9300,3,199,4,0,1,11,-1,0,1,1,2,4,0
434000,9300,5,240,3,-1,1,11,2,-1,1,1,2,4,0
499000,9310,3,240,4,0,1,11,-1,0,1,1,2,4,0
265000,9320,3,100,5,0,1,11,-1,-1,-1,-1,2,4,0
389000,9320,3,206,0,-1,1,11,2,-1,1,1,2,3,0
399000,9310,3,222,4,-1,1,11,4,0,1,1,0,3,0
595000,9310,3,198,4,1,1,14,4,0,1,1,0,3,0
265000,9300,2,140,0,0,1,11,-1,0,1,1,2,4,0
329000,9300,3,218,0,1,1,11,-1,0,1,1,2,4,0
335000,9308,3,160,0,-1,1,11,2,0,1,0,0,3,0
365000,9320,4,191,5,-1,1,11,-1,-1,-1,-1,2,4,0
135000,9300,2,86,3,-1,1,11,2,-1,0,0,2,4,0
149000,9300,2,92,3,-1,1,11,2,-1,0,0,2,4,0
335000,9320,2,140,4,-1,2,1,3,0,1,1,0,0,0
849000,9310,3,385,3,-1,1,11,4,-1,1,1,2,4,1
199000,9300,3,120,5,-1,1,11,2,0,1,1,0,0,0
849000,9300,3,385,3,-1,1,11,4,-1,1,1,2,4,1
679000,9300,3,476,3,-1,1,11,2,-1,1,1,2,4,1
269000,9320,4,172,0,-1,1,11,-1,-1,-1,-1,2,4,0
359000,9300,5,170,0,0,1,11,-1,0,1,1,2,4,0
325000,9300,4,229,4,1,1,11,-1,0,1,1,2,4,0
380000,9300,3,228,4,-1,1,11,2,-1,1,1,2,3,0
347500,9300,3,144,5,-1,1,11,3,-1,1,1,2,4,0
415000,9300,4,175,4,-1,1,11,2,0,1,1,2,0,0
549000,9320,4,340,4,1,1,14,-1,0,1,1,2,4,1
149000,9308,2,120,5,-1,1,11,3,0,1,1,0,2,0
295000,9300,3,170,0,0,1,11,-1,0,-1,-1,0,0,0
338000,9300,3,201,0,0,1,11,-1,0,1,1,0,4,0
269000,9300,3,156,4,1,1,11,-1,0,1,1,0,4,0
239000,9300,3,155,2,0,1,11,-1,0,1,-1,0,4,0
669000,9310,3,210,0,-1,1,14,4,-1,1,1,2,3,0
187500,9300,3,145,4,0,1,11,-1,0,1,1,2,4,0
549000,9300,4,340,4,1,1,14,-1,0,1,1,2,4,1
225000,9320,2,111,0,-1,1,11,2,-1,0,1,2,4,0
219000,9300,4,132,5,-1,1,11,2,0,1,1,0,4,0
349000,9308,3,230,4,-1,1,11,2,0,1,1,2,4,0
489000,9320,4,220,4,-1,1,11,-1,-1,-1,-1,2,4,0
769000,9300,5,311,0,-1,1,14,4,-1,1,1,1,3,1
349000,9300,4,202,5,-1,1,11,3,0,-1,1,2,4,0
175000,9320,3,215,7,-1,1,11,2,-1,1,1,2,4,0
349000,9310,3,173,4,1,1,11,-1,0,1,1,2,4,0
436000,9300,3,174,2,-1,1,11,3,-1,1,1,2,4,0
446000,9300,4,207,2,-1,1,11,2,-1,1,1,2,4,0
411000,9300,3,141,2,-1,1,11,2,-1,1,1,2,4,0
431000,9300,3,158,2,-1,1,11,3,-1,1,1,2,4,0
411000,9300,3,141,2,-1,1,11,2,-1,1,1,2,4,0
345000,9310,0,51,5,-1,1,11,4,-1,-1,1,2,4,0
329000,9300,4,315,4,1,1,11,-1,0,1,1,2,0,0
450000,9300,3,165,4,1,1,14,-1,0,-1,1,2,0,0
255000,9320,3,112,4,-1,1,11,2,0,1,1,0,4,0
345000,9300,2,115,2,-1,1,11,2,-1,1,-1,0,3,0
890000,9300,4,250,2,-1,1,11,4,0,1,1,2,3,1
375550,9310,3,430,0,-1,1,11,3,-1,-1,1,2,3,1
375550,9320,3,382,0,-1,1,11,3,-1,-1,1,2,3,0
295000,9300,3,170,0,0,1,11,-1,0,1,1,0,0,0
250000,9320,2,165,4,-1,1,11,3,-1,-1,-1,2,0,0
295000,9300,4,151,4,0,1,11,-1,0,-1,1,0,0,0
399000,9310,3,263,4,-1,2,9,-1,-1,-1,-1,2,4,0
349000,9300,3,200,5,-1,1,11,3,-1,0,1,2,4,0
225000,9300,2,182,4,0,1,11,-1,0,1,-1,0,4,0
289000,9300,3,170,0,0,1,11,-1,0,0,0,2,4,0
421425,9308,3,147,2,-1,1,11,3,-1,0,0,2,4,0
685000,9300,7,393,4,-1,1,11,4,0,1,1,0,0,1
489000,9320,4,220,4,-1,1,11,-1,-1,-1,-1,2,4,0
685000,9320,7,393,4,-1,1,11,4,0,1,1,0,0,1
365000,9300,4,141,4,-1,1,11,2,0,1,1,2,0,0
229500,9300,1,52,3,-1,1,11,3,-1,1,0,2,4,0
219000,9300,4,185,5,-1,1,11,2,-1,1,1,0,0,0
398000,9308,3,144,2,-1,1,11,2,-1,0,1,2,4,0
450000,9308,3,149,2,-1,1,11,3,-1,0,1,2,4,0
474000,9300,4,185,3,-1,2,9,-1,-1,-1,-1,2,4,0
398000,9308,3,144,2,-1,1,11,2,-1,0,1,2,4,0
398000,9308,3,144,2,-1,1,11,2,-1,0,1,2,4,0
398000,9308,3,144,2,-1,1,11,2,-1,0,1,2,4,0
398000,9308,3,143,2,-1,1,11,2,-1,0,1,2,4,0
430000,9308,3,149,2,-1,1,11,3,-1,0,1,2,4,0
330000,9320,3,166,4,-1,1,11,3,-1,1,1,2,4,0
569000,9310,4,260,2,0,1,11,-1,0,1,1,2,4,0
415000,9320,3,185,0,-1,1,11,3,-1,1,1,2,3,0
569000,9300,4,260,2,0,1,11,-1,0,1,1,2,4,0
499000,9300,3,240,4,0,1,11,-1,0,1,1,2,4,0
299000,9300,3,186,0,-1,1,11,-1,-1,-1,-1,2,4,0
199000,9300,3,175,4,-1,1,11,2,-1,1,1,2,0,0
269000,9300,3,124,4,-1,1,11,2,0,1,1,0,3,0
420000,9310,3,140,2,-1,1,11,3,0,1,1,0,0,0
269000,9308,4,200,5,-1,1,11,2,0,1,1,2,4,0
398000,9308,3,143,2,-1,1,11,2,-1,0,1,2,4,0
580000,9308,5,190,4,-1,1,11,-1,-1,-1,-1,2,4,0
485000,9310,4,205,0,-1,1,11,3,-1,1,1,2,3,0
531533,9310,3,176,2,-1,1,11,4,-1,-1,-1,2,4,0
365000,9300,3,155,0,0,1,11,-1,0,1,1,2,4,0
475165,9320,4,206,2,-1,1,11,3,-1,-1,-1,2,4,0
498665,9310,3,187,2,-1,1,11,4,-1,-1,-1,2,4,0
265000,9310,2,140,0,0,1,11,-1,0,1,1,2,4,0
499000,9300,4,321,5,-1,1,11,4,-1,1,1,2,4,1
289000,9300,3,132,4,-1,1,11,-1,0,1,1,2,4,0
740000,9320,3,307,2,-1,1,14,4,0,1,1,1,3,1
399000,9300,4,220,4,-1,1,11,-1,-1,-1,-1,2,4,0
319000,9300,4,163,0,-1,1,11,2,-1,1,1,2,4,0
349000,9300,2,160,4,-1,1,11,-1,-1,-1,-1,2,4,0
285000,9300,3,174,5,-1,1,11,-1,-1,-1,-1,2,4,0
289000,9300,3,162,0,-1,1,11,2,-1,1,1,2,4,0
315000,9300,2,145,0,-1,1,11,2,-1,1,1,2,4,0
299000,9300,3,138,0,-1,1,11,2,-1,1,0,2,4,0
625000,9300,6,347,4,-1,1,11,2,0,1,0,2,4,1
335000,9300,3,115,4,-1,1,11,2,0,1,1,2,4,0
260000,9300,4,230,4,-1,2,9,2,-1,1,-1,2,3,0
419000,9320,4,283,0,-1,1,11,2,-1,1,1,2,4,0
539000,9300,3,265,5,-1,1,11,4,-1,1,1,2,4,0
495000,9308,4,235,0,1,1,11,-1,0,1,1,2,4,0
495000,9300,4,235,0,1,1,11,-1,0,1,1,2,4,0
315000,9300,5,167,1,-1,1,11,2,-1,1,1,2,4,0
339000,9308,2,191,4,-1,1,11,3,0,0,1,2,4,0
549000,9300,2,415,4,-1,1,3,2,-1,1,1,2,0,1
399000,9320,3,198,4,-1,1,11,3,-1,1,1,2,4,0
290000,9300,4,216,5,-1,2,9,-1,-1,-1,-1,2,4,0
329000,9300,3,195,4,-1,1,11,2,-1,1,1,2,3,0
385000,9308,3,153,4,-1,1,11,3,0,1,1,0,0,0
185000,9310,2,133,5,-1,1,11,3,-1,-1,-1,2,2,0
375000,9300,3,185,2,-1,1,11,2,-1,1,1,2,3,0
338000,9300,3,141,4,-1,1,11,-1,-1,-1,-1,2,4,0
275000,9310,4,120,5,-1,1,11,-1,-1,-1,-1,2,4,0
265000,9300,4,148,3,-1,1,11,2,-1,1,0,2,4,0
446000,9300,4,206,2,-1,1,11,2,-1,1,1,2,4,0
325000,9300,3,128,4,0,1,11,-1,0,1,1,0,4,0
495000,9300,5,310,4,0,1,11,-1,0,1,1,0,4,1
1575000,9300,18,1360,4,0,1,11,-1,0,0,0,2,4,1
100000,9300,2,165,5,-1,1,11,2,-1,1,1,2,0,0
369000,9308,4,192,0,-1,1,11,2,-1,1,1,2,3,0
358000,9300,3,147,1,-1,1,11,-1,-1,1,1,2,4,0
315000,9300,3,181,0,1,1,11,-1,0,1,0,2,4,0
215000,9320,3,120,4,-1,1,11,2,0,1,1,2,4,0
995000,9320,4,390,4,1,1,14,-1,0,1,1,1,4,1
525000,9300,4,223,4,0,2,7,-1,0,1,1,2,4,0
195000,3500,5,144,5,-1,1,11,3,0,1,1,2,4,0
249000,3500,2,181,3,-1,1,11,-1,-1,0,1,2,4,0
310000,3500,4,127,4,-1,1,11,2,0,0,1,2,4,0
299000,3500,4,163,5,-1,1,11,-1,-1,0,1,2,4,0
539000,3500,3,188,2,-1,1,11,3,-1,0,1,2,0,0
319000,3500,3,182,3,-1,1,11,3,-1,1,1,2,4,0
269000,3500,4,192,5,-1,1,11,3,0,1,0,2,4,0
495000,3500,3,282,0,-1,1,11,4,1,1,1,2,4,0
469000,3500,3,220,3,-1,1,11,2,-1,0,1,2,4,0
449000,3500,5,277,5,-1,1,11,4,0,1,1,2,0,0
409000,3500,4,163,0,-1,1,11,-1,-1,0,1,2,4,0
549950,3500,2,199,4,-1,1,11,3,0,0,1,2,4,0
550000,3500,2,175,4,-1,1,11,-1,0,0,0,2,4,0
449000,3500,5,277,5,-1,1,11,4,0,1,1,2,0,0
330000,3500,3,130,4,-1,1,11,3,0,1,1,2,4,0
389000,3500,2,105,3,-1,1,11,2,-1,0,0,2,4,0
486600,3500,3,208,2,-1,1,11,3,0,0,1,2,4,0
795000,3510,4,388,0,-1,1,14,4,-1,1,1,2,3,1
269000,3500,5,197,3,-1,1,11,2,0,1,1,2,4,0
505000,3512,3,181,2,-1,1,11,3,-1,1,1,2,4,0
419000,3500,6,235,4,-1,1,11,4,0,1,1,2,4,0
480000,3500,3,225,3,-1,1,11,2,-1,1,1,2,4,0
399000,3500,3,262,3,-1,1,11,3,-1,1,1,2,0,0
875000,3500,5,459,5,-1,1,14,-1,-1,-1,-1,2,4,1
545000,3511,4,183,4,-1,1,11,3,0,0,1,1,4,0
310451,3500,3,140,2,-1,1,11,3,0,0,0,2,4,0
995000,3500,4,275,5,-1,1,14,4,0,0,1,2,4,1
395000,3511,4,189,4,-1,1,11,4,-1,1,1,2,0,0
530000,3500,-1,166,3,-1,1,11,2,-1,1,1,2,4,0
319950,3500,4,215,5,-1,1,11,2,0,1,0,2,4,0
998500,3500,4,408,3,-1,1,11,-1,-1,1,1,2,4,1
379000,3500,3,210,4,-1,1,11,4,-1,1,1,2,4,0
435000,3500,3,169,4,-1,1,11,3,-1,-1,-1,2,4,0
339500,3500,3,146,4,-1,1,11,2,0,1,1,2,4,0
579000,3511,3,248,3,-1,1,11,2,-1,1,1,2,4,0
410000,3500,4,166,2,-1,1,11,-1,-1,-1,-1,2,4,0
549000,3500,4,274,3,-1,1,11,2,-1,1,-1,2,4,0
495000,2800,3,202,4,-1,1,11,3,0,1,1,2,4,0
539000,2800,6,262,4,-1,1,11,3,0,1,1,2,4,1
620000,2800,4,270,5,-1,2,8,-1,-1,1,1,2,4,1
505000,2812,3,169,2,-1,1,11,3,-1,0,1,2,4,0
473000,2812,3,144,2,-1,1,11,3,-1,0,1,2,4,0
329000,2800,3,116,1,-1,1,11,2,0,1,-1,2,4,0
540000,2800,3,192,3,-1,1,11,2,0,1,-1,0,3,0
389000,2800,6,248,5,-1,1,11,2,0,1,1,0,4,0
559000,2800,4,201,0,-1,1,11,3,0,0,1,2,4,0
489000,2800,3,148,4,-1,1,11,-1,0,1,1,2,4,0
539000,2800,3,172,3,-1,1,11,2,0,1,1,0,3,0
269000,2800,4,170,5,-1,1,11,2,0,0,1,2,4,0
299000,2800,2,96,5,-1,1,11,2,0,0,1,2,4,0
368000,2800,1,139,4,-1,2,9,-1,0,1,0,2,4,0
1650000,2800,4,413,4,-1,1,14,-1,-1,-1,-1,2,4,1
220000,2811,3,95,5,-1,1,11,-1,0,0,1,2,4,0
599000,2811,5,275,4,-1,1,11,3,0,1,1,2,4,1
369000,2800,2,191,4,-1,1,11,-1,0,0,1,2,4,0
255000,2800,3,106,3,-1,1,11,2,0,1,1,2,0,0
395000,2800,4,170,4,-1,1,11,2,0,0,1,2,4,0
1600000,2800,-1,1400,3,-1,2,9,-1,-1,-1,-1,2,4,0
466000,2800,3,160,4,-1,1,11,-1,0,1,1,2,4,0
170000,2801,2,76,5,-1,1,11,3,0,0,1,2,4,0
518500,2812,3,167,2,-1,1,11,3,-1,0,1,2,4,0
214000,2800,2,104,4,-1,1,11,-1,-1,-1,-1,2,4,0
219000,2800,2,88,5,-1,1,11,3,0,1,0,2,4,0
1240000,2800,4,396,4,-1,2,8,-1,0,1,1,2,4,1
345000,2800,2,87,4,-1,1,11,-1,-1,-1,-1,2,4,0
618000,2800,3,142,0,-1,1,11,-1,-1,-1,-1,2,4,0
495000,2800,3,145,4,-1,1,11,2,-1,1,1,2,3,0
395000,2800,4,122,1,-1,1,11,2,-1,1,-1,2,4,0
260000,2800,3,110,3,-1,1,11,2,-1,0,1,2,4,0
640000,2800,7,438,7,-1,1,11,3,-1,1,1,1,3,1
429000,2800,3,183,4,-1,1,11,-1,-1,-1,-1,2,4,0
299000,2800,4,165,5,-1,1,11,2,0,0,0,2,4,0
456000,2800,3,165,4,-1,1,11,-1,0,1,0,2,4,0
230000,2800,2,100,3,-1,1,11,2,-1,0,0,2,4,0
384000,2800,3,220,4,-1,2,9,-1,-1,-1,-1,2,4,0
1650000,2800,5,495,4,-1,1,11,2,0,1,1,1,4,1
599000,2801,1,173,4,-1,1,11,2,0,1,1,2,4,0
1720000,2800,4,763,0,-1,1,14,4,0,1,1,1,4,1
320000,2800,4,171,5,-1,1,11,2,0,1,1,2,4,0
865000,2800,4,315,2,-1,1,11,4,0,1,1,2,4,1
385000,2800,3,141,5,-1,1,11,3,0,1,0,2,4,0
395000,2800,3,166,1,-1,1,11,2,-1,1,1,2,3,0
375000,2800,4,127,4,-1,1,11,2,-1,1,-1,2,4,0
595000,2800,5,208,1,-1,2,9,2,0,1,0,0,2,0
300000,2800,3,120,3,-1,1,11,-1,-1,-1,-1,2,4,0
198000,2800,2,96,3,-1,1,11,-1,-1,0,0,2,4,0
575000,2811,4,225,3,-1,1,11,3,-1,1,1,2,4,0
288000,2812,2,81,5,-1,1,11,4,-1,0,1,2,4,0
498000,2800,3,128,3,-1,1,11,2,0,1,1,0,3,0
280000,2800,3,129,5,-1,1,11,-1,0,1,1,2,4,0
345000,2800,4,150,4,-1,1,11,2,0,1,0,2,4,0
595000,2812,3,195,0,-1,1,11,3,0,1,1,2,4,0
749000,2800,6,535,4,-1,1,11,2,0,1,1,2,4,1
420000,2800,4,150,4,-1,1,11,2,0,1,1,2,4,0
775000,2800,4,205,4,-1,1,11,-1,-1,-1,-1,2,4,0
453000,2812,3,138,2,-1,1,11,2,-1,0,1,2,4,0
481000,2812,3,169,2,-1,1,11,2,-1,0,1,2,4,0
399000,2800,3,205,3,-1,1,11,2,-1,1,1,2,3,0
494500,2812,3,167,2,-1,1,11,2,-1,0,1,2,4,0
267500,2800,3,154,5,-1,1,11,2,0,0,1,2,4,0
439000,2800,3,217,1,-1,1,11,2,-1,1,1,2,4,0
695000,2811,3,210,3,-1,1,11,-1,-1,-1,-1,2,4,0
349000,2811,3,140,2,-1,1,11,-1,-1,-1,-1,2,4,0
349000,2800,3,140,2,-1,1,11,-1,-1,-1,-1,2,4,0
416000,2800,3,144,4,-1,1,11,-1,0,1,1,2,4,0
689000,2800,3,188,0,-1,1,11,-1,-1,-1,-1,2,4,0
