price,rooms,area,cadastral_income,build_year,postal_code,build_year_missing,cadastral_income_missing,property_type_Apartment,property_type_House,property_type_Other,has_equipped_kitchen_Fully equipped,has_equipped_kitchen_Not equipped,has_equipped_kitchen_Partially equipped,has_equipped_kitchen_nan,garage_1.0,garage_nan,has_garden_0.0,has_garden_1.0,has_garden_nan,has_swimming_pool_0.0,has_swimming_pool_1.0,has_swimming_pool_nan
375000.0,-0.39181598048100186,-0.0203136582646162,0.03512326360930928,0.6081396373020064,-1.1676826795919513,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
199900.0,-0.39181598048100186,-0.037104904242743264,-0.019475014144220176,-1.1176463206121552,-1.149158734497104,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1145500.0,0.14576938915644239,-0.001378848970132486,-0.019475014144220176,0.3384855813779186,-1.1862066246867986,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
595000.0,0.6833547587938866,0.003980059320759131,-0.019475014144220176,0.3384855813779186,-1.1862066246867986,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
199900.0,-0.39181598048100186,-0.037104904242743264,-0.019475014144220176,-1.1176463206121552,-1.149158734497104,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
199000.0,-0.929401350118446,-0.038533946453647695,-0.019475014144220176,-2.142331733123689,-1.1862066246867986,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
159000.0,-0.929401350118446,-0.03353229871548219,-0.019475014144220176,0.3384855813779186,-1.134339578421226,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
209000.0,-0.929401350118446,-0.031745995951851645,-0.019475014144220176,0.3384855813779186,-0.9416905494348132,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
264500.0,-0.39181598048100186,-0.02781612987186446,-0.019475014144220176,0.6081396373020064,-0.9416905494348132,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
225000.0,-0.39181598048100186,-0.024243524344603383,-0.043047603904474166,-0.8749576702804762,-1.149158734497104,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
249000.0,-0.39181598048100186,-0.03353229871548219,0.023510296595066503,-0.5513728031715709,-0.9639192835486301,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
239000.0,-0.39181598048100186,-0.019956397711890093,0.016230526227929244,-0.7670960479108412,-0.9602144945296607,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
245000.0,-0.929401350118446,-0.03674764369001716,-0.019475014144220176,0.3384855813779186,-1.1862066246867986,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
359000.0,-0.39181598048100186,-0.03353229871548219,-0.019475014144220176,0.4733126093399625,-1.1862066246867986,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
274900.0,-0.39181598048100186,-0.029959693188221108,-0.054660570918716934,-1.3333695653514255,-1.149158734497104,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
215000.0,-0.39181598048100186,-0.0203136582646162,-0.019475014144220176,-0.659234425541206,-1.134339578421226,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
219000.0,-0.39181598048100186,-0.03567586203183883,-0.04911407921042188,-0.901923075872885,-1.1639778905729818,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
325000.0,-0.39181598048100186,-0.021028179370068414,-0.04218096457505306,-1.036750103834929,-1.1676826795919513,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
519000.0,-0.39181598048100186,-0.013882968315546258,-0.019475014144220176,-1.00978469824252,-0.9639192835486301,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
310000.0,-0.929401350118446,-0.0388912070063738,-0.019475014144220176,0.3384855813779186,-1.1795380044526536,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
299000.0,-0.929401350118446,-0.03496134092638662,0.006697493604297117,-1.4142657821286517,-1.1862066246867986,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
275000.0,-0.39181598048100186,-0.02817339042459057,-0.019475014144220176,0.3384855813779186,-1.1862066246867986,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
239000.0,-0.39181598048100186,-0.02067091881734231,0.05193606660007866,-0.17385712487784807,-1.1639778905729818,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
144000.0,-0.929401350118446,-0.04710819971907428,-0.04859409561276922,-0.901923075872885,-1.1795380044526536,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
265000.0,0.14576938915644239,-0.0156692710791768,-0.019475014144220176,-0.2817187472474832,-1.149158734497104,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
274000.0,-0.929401350118446,-0.028887911530042786,-0.019475014144220176,0.3384855813779186,-1.1862066246867986,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
359000.0,-0.39181598048100186,-0.03210325650457776,-0.019475014144220176,0.5272434205247801,-1.1676826795919513,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
176000.0,-0.929401350118446,-0.03531860147911273,-0.019475014144220176,-0.8479922646880674,-0.9602144945296607,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
425000.0,0.14576938915644239,-0.007452278366476319,-0.019475014144220176,0.3384855813779186,-0.9639192835486301,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
460000.0,-0.39181598048100186,-0.023529003239151167,-0.019475014144220176,0.3384855813779186,-1.1862066246867986,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
275000.0,-0.39181598048100186,-0.021028179370068414,-0.019475014144220176,-0.8749576702804762,-1.1676826795919513,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
265000.0,-0.929401350118446,-0.026029827108233924,-0.019475014144220176,0.4733126093399625,-0.9416905494348132,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
189000.0,-0.39181598048100186,-0.0249580454500556,-0.0009289324946085843,-0.8479922646880674,-1.149158734497104,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
154000.0,-0.39181598048100186,-0.03353229871548219,-0.0349011942079158,-0.8479922646880674,-1.149158734497104,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
239000.0,-0.929401350118446,-0.03496134092638662,-0.019475014144220176,-0.8210268590956586,-1.1795380044526536,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
220000.0,0.14576938915644239,-0.021028179370068414,-0.019475014144220176,-0.7940614535032499,-1.1676826795919513,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
265000.0,0.14576938915644239,-0.019956397711890093,0.06822888599319539,-0.4974419919867534,-1.149158734497104,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
209000.0,-0.39181598048100186,-0.021028179370068414,-0.019475014144220176,0.3654509869703274,-1.134339578421226,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
595000.0,-0.39181598048100186,-0.019241876606437877,-0.019475014144220176,0.6081396373020064,-1.1862066246867986,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
235000.0,0.14576938915644239,-0.024243524344603383,-0.019475014144220176,-0.7940614535032499,-1.1639778905729818,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
375000.0,-0.39181598048100186,-0.011739404999189611,0.05540262391776307,-0.9828192926501114,-1.1795380044526536,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
235000.0,-0.39181598048100186,-0.024600784897329493,-0.019475014144220176,-0.7131652367260236,-1.1676826795919513,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
234900.0,0.14576938915644239,-0.025672566555507814,-0.00994198152058805,-0.2547533416550744,-1.149158734497104,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
159000.0,-0.929401350118446,-0.0524671080099659,-0.019475014144220176,0.5542088261171888,-1.1862066246867986,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
219000.0,-0.39181598048100186,-0.02781612987186446,-0.019475014144220176,-1.0637155094273376,-1.134339578421226,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
175000.0,-0.929401350118446,-0.03746216479546937,-0.09851252098742472,0.3384855813779186,-1.1787970466488598,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
189000.0,-0.39181598048100186,-0.023529003239151167,-0.009595325788819609,-0.7401306423184324,-1.149158734497104,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
265000.0,-0.39181598048100186,-0.027101608766412245,-0.019475014144220176,0.5542088261171888,-1.149158734497104,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
169000.0,-0.929401350118446,-0.0388912070063738,-0.019475014144220176,0.3384855813779186,-1.1232252113643175,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
374000.0,-0.39181598048100186,-0.017455573842807336,-0.019475014144220176,-0.6322690199487973,-1.1862066246867986,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
299000.0,0.14576938915644239,-0.02317174268642506,-0.019475014144220176,0.3384855813779186,-1.1232252113643175,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
189000.0,-0.929401350118446,-0.043892854744539314,-0.019475014144220176,-0.6861998311336148,-1.1862066246867986,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
219000.0,0.14576938915644239,-0.02674434821368614,-0.019475014144220176,0.3384855813779186,-1.1787970466488598,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
169000.0,-0.929401350118446,-0.0388912070063738,-0.019475014144220176,0.3384855813779186,-1.1232252113643175,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
185000.0,-0.929401350118446,-0.043892854744539314,-0.019475014144220176,-0.7131652367260236,-1.1862066246867986,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
139000.0,-0.929401350118446,-0.043892854744539314,-0.019475014144220176,0.3384855813779186,-1.1639778905729818,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
169000.0,-0.929401350118446,-0.039248467559099914,-0.019475014144220176,0.3384855813779186,-1.1232252113643175,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
199000.0,-0.39181598048100186,-0.03353229871548219,-0.019475014144220176,0.3384855813779186,-1.1639778905729818,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
165000.0,-0.39181598048100186,-0.03138873539912554,-0.019475014144220176,0.3384855813779186,-0.9416905494348132,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
189000.0,0.14576938915644239,-0.022814482133698955,-0.0290080467678523,-0.9558538870577026,-1.1787970466488598,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
249000.0,-0.39181598048100186,-0.0156692710791768,0.010164050921981527,-0.659234425541206,-1.134339578421226,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
265000.0,-0.929401350118446,-0.03460408037366051,-0.0290080467678523,0.44634720374755377,-1.1639778905729818,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
220000.0,-0.39181598048100186,-0.0156692710791768,0.027843493242172015,0.3384855813779186,-0.9602144945296607,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
195000.0,-0.39181598048100186,-0.025672566555507814,-0.019475014144220176,-0.8479922646880674,-1.149158734497104,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
189000.0,-0.929401350118446,-0.04103477032273045,-0.019475014144220176,0.3384855813779186,-1.1795380044526536,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
299000.0,0.14576938915644239,-0.0156692710791768,-0.019475014144220176,0.3384855813779186,-0.9639192835486301,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
199000.0,-0.39181598048100186,-0.02674434821368614,-0.019475014144220176,-0.8749576702804762,-1.149158734497104,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
235000.0,-0.39181598048100186,-0.024600784897329493,-0.019475014144220176,0.3384855813779186,-1.134339578421226,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
189000.0,0.14576938915644239,-0.021028179370068414,-0.019475014144220176,-1.0906809150197465,-1.149158734497104,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
229000.0,-0.39181598048100186,-0.01674105273735512,0.03321665708458285,0.0688315254538309,-1.149158734497104,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
179000.0,-0.39181598048100186,-0.022457221580972846,-0.019475014144220176,0.3384855813779186,-1.134339578421226,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
215000.0,-0.39181598048100186,-0.024600784897329493,-0.019475014144220176,0.3384855813779186,-1.134339578421226,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
298000.0,-0.39181598048100186,-0.030316953740947217,-0.019475014144220176,0.2575893646006923,-1.1862066246867986,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
215000.0,-0.39181598048100186,-0.024600784897329493,-0.019475014144220176,0.3384855813779186,-1.134339578421226,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
