price,rooms,area,state,facades_number,is_furnished,has_terrace,has_garden,has_swimming_pool,has_equipped_kitchen,build_year,cellar,garage,kitchen_type,kitchen_surface,bathrooms,low_energy,solar_panels,heating_type,heat_pump,air_conditioning,alarm,garden_surface,terrace_surface,land_surface,sewer_connection,running_water,rain_water_tank,primary_energy_consumption,co2,certification_electrical_installation,planning_permission_granted,preemption_right,flooding_area_type,surroundings_protected,availability,leased,living_room_surface,attic,glazing_type,elevator,entry_phone,security_door,access_disabled,apartement_floor,number_floors,toilets,frontage_width,terrain_width_roadside,g_score,p_score,cadastral_income,property_subtype,postal_code,property_type
125000,2,73,7,4,0,2,2,1,3,1940,0,0,1,-1,1,0,0,3,0,0,0,92,-1,-1,0,2,0,332,63,0,0,0,3,0,93,2,-1,0,0,1,0,0,2,0,2,1,-1,-1,2,2,-1,9,253,0
175000,2,70,4,0,1,1,1,1,3,1952,2,0,1,14,1,0,0,3,0,0,0,-1,-1,-1,2,2,0,268,-1,1,1,1,3,0,93,2,28,0,0,2,2,0,1,2,6,1,-1,-1,2,2,-1,0,253,0
185000,3,85,5,2,1,1,1,0,1,1967,0,1,3,-1,1,0,0,3,0,0,0,-1,-1,-1,0,0,0,187,34,0,0,0,0,0,94,1,26,0,1,1,0,0,0,3,0,0,-1,-1,2,2,1078,0,253,0
145000,3,74,4,0,1,2,0,0,1,-1,0,1,3,-1,0,0,0,5,0,0,0,-1,-1,-1,0,2,0,218,-1,2,0,0,0,0,91,1,-1,0,1,2,0,0,0,2,0,1,-1,-1,2,2,671,0,253,0
110000,2,67,7,4,0,1,0,1,3,1945,0,0,1,-1,1,0,0,3,0,0,0,-1,-1,-1,0,2,0,467,85,2,1,0,3,0,93,1,-1,0,0,1,0,0,2,0,2,1,-1,-1,2,2,-1,0,253,0
279000,3,91,4,2,0,2,0,0,1,-1,0,1,3,6,1,0,0,5,0,0,0,-1,-1,-1,2,0,0,122,-1,1,0,0,0,0,94,0,29,0,0,0,2,0,0,0,0,1,-1,-1,2,2,-1,0,253,0
475000,4,253,4,0,0,2,1,0,1,-1,2,0,3,-1,3,0,0,3,0,0,0,-1,6,-1,0,0,0,198,37,1,2,0,0,1,93,0,-1,1,0,1,0,0,1,4,0,0,6,-1,2,2,-1,0,254,0
700000,3,190,3,0,1,1,1,0,1,-1,0,1,3,-1,2,0,0,2,0,0,0,-1,-1,-1,0,0,0,168,42,2,0,0,0,0,94,1,48,0,1,1,0,0,0,7,0,0,-1,-1,2,2,2228,0,253,0
385000,3,137,0,2,1,2,1,0,1,1963,0,0,3,-1,1,0,0,3,0,0,0,-1,2,-1,0,2,0,183,-1,2,0,0,3,0,93,1,50,0,1,2,0,0,0,6,9,2,8,-1,2,2,1397,0,253,0
195000,4,111,4,0,1,2,0,1,0,1971,0,0,4,12,1,0,0,3,0,0,0,-1,7,-1,2,2,0,143,-1,2,1,1,3,0,93,1,30,0,0,2,2,0,1,0,1,1,-1,-1,2,2,1165,0,254,0
179000,2,65,4,4,1,2,1,1,0,2021,2,0,4,-1,1,0,0,1,0,0,0,-1,3,-1,2,2,0,78,-1,2,0,1,3,0,94,1,33,0,0,2,2,0,2,9,0,1,-1,-1,2,2,-1,0,253,0
149000,2,85,4,2,1,2,1,1,0,1955,2,0,4,8,1,0,0,3,0,0,0,-1,6,-1,2,2,0,159,33,0,1,1,3,0,94,2,32,0,0,2,2,2,2,3,4,1,-1,-1,2,2,832,0,253,0
157000,3,100,4,2,1,2,1,1,4,2005,0,1,3,9,1,0,0,3,0,0,0,-1,6,-1,2,2,0,338,62,2,1,1,3,0,94,1,34,0,0,1,2,0,1,3,2,1,-1,-1,2,2,805,0,255,0
159000,2,54,3,2,1,1,1,0,3,-1,0,0,1,5,1,0,0,5,0,0,0,-1,-1,-1,0,0,0,205,40,1,0,0,0,0,93,0,21,0,1,2,0,0,0,4,0,1,-1,-1,2,2,808,0,254,0
125000,2,50,3,0,0,2,1,0,1,-1,0,0,3,5,1,0,0,3,0,0,0,-1,-1,-1,2,2,0,137,1318,0,0,0,0,0,93,0,-1,0,0,2,2,0,0,0,0,1,7,7,2,2,690,0,253,0
179000,2,82,4,2,0,1,1,1,0,1975,0,0,4,-1,1,0,0,3,0,0,0,-1,-1,-1,0,0,0,179,36,2,1,1,3,0,94,0,-1,0,1,2,0,0,1,3,6,1,-1,-1,2,2,850,0,253,0
155000,3,95,4,2,1,1,1,1,3,1960,0,0,1,-1,1,0,0,3,0,0,0,-1,-1,-1,2,2,0,236,43,0,1,1,3,0,93,2,-1,0,0,2,2,0,2,3,3,1,-1,-1,2,2,-1,0,253,0
225000,3,98,4,0,1,1,1,0,1,-1,0,0,3,-1,0,0,0,3,0,0,0,-1,-1,-1,0,0,0,482,-1,1,0,0,0,0,93,1,38,0,1,2,0,0,0,7,6,1,-1,-1,2,2,1016,0,253,0
269000,4,124,2,2,1,2,1,1,0,2025,2,1,4,15,2,0,2,3,0,0,0,-1,18,-1,2,2,0,78,13,2,1,1,3,0,94,1,45,0,0,2,2,0,2,4,3,2,-1,-1,2,2,-1,18,255,0
360000,4,149,4,0,0,1,1,0,1,1965,0,1,3,-1,1,0,1,3,0,0,0,-1,-1,-1,2,0,0,170,-1,0,0,0,0,0,94,1,-1,0,0,2,2,2,0,4,0,2,-1,-1,2,2,1866,0,253,0
149000,2,60,4,0,1,2,1,0,1,-1,0,0,3,-1,1,0,0,6,0,0,0,-1,-1,-1,0,0,0,325,-1,1,0,0,3,0,94,1,-1,0,1,1,0,0,0,0,0,1,-1,-1,2,2,706,0,254,0
239000,5,140,4,2,2,1,1,1,1,2005,0,0,3,-1,1,0,0,5,0,0,0,-1,-1,-1,0,0,0,283,90,2,0,0,3,0,94,0,-1,0,1,1,0,0,1,3,3,0,-1,-1,2,2,-1,7,253,0
-1,3,89,3,3,1,2,1,0,1,-1,0,0,3,-1,1,0,0,6,0,0,0,-1,2,-1,0,2,0,258,-1,1,0,1,0,0,93,1,-1,0,1,2,0,0,0,7,0,1,-1,-1,2,2,1105,0,257,0
239000,5,140,4,2,2,1,1,1,1,2005,0,0,3,-1,1,0,0,5,0,0,0,-1,-1,-1,0,0,0,283,90,2,0,0,3,0,94,0,-1,0,1,1,0,0,1,3,3,0,-1,-1,2,2,-1,7,254,0
299000,4,92,2,3,1,2,1,1,0,-1,0,1,4,14,1,0,0,3,0,0,0,-1,83,-1,2,2,0,91,-1,2,1,1,3,0,94,1,20,0,0,1,0,0,1,4,0,2,28,28,2,2,-1,18,253,0
840000,5,196,3,0,0,1,1,0,1,-1,0,0,3,-1,3,0,0,3,0,0,0,-1,-1,-1,0,0,0,-1,-1,1,0,0,0,0,93,1,-1,0,1,0,0,0,0,0,0,0,-1,-1,2,2,-1,0,253,0
97000,2,41,4,3,1,1,1,1,0,1967,0,0,4,7,1,0,0,5,0,0,0,-1,-1,-1,2,2,0,606,-1,2,1,1,3,0,94,1,23,2,0,1,2,2,1,0,4,1,-1,-1,2,2,340,21,253,0
99000,1,53,5,0,0,1,1,0,1,-1,1,0,3,-1,1,0,0,3,0,0,0,-1,-1,-1,0,0,0,279,-1,1,2,0,3,1,93,0,-1,1,0,1,2,0,1,2,3,0,-1,-1,2,2,-1,0,254,0
135000,3,88,3,4,1,2,1,0,1,1970,0,1,3,-1,1,0,0,3,0,0,0,-1,2,-1,0,2,0,205,-1,1,0,0,0,0,94,1,26,0,1,2,0,0,0,6,6,1,-1,-1,2,2,1046,0,254,0
189000,3,100,7,2,1,2,1,0,1,-1,2,1,3,-1,1,0,0,5,0,0,0,-1,-1,-1,0,2,0,291,83,1,0,0,0,0,91,1,-1,0,1,2,0,2,0,3,3,0,-1,-1,2,2,880,0,253,0
280000,4,142,3,3,1,2,1,0,1,1956,0,0,3,-1,0,0,0,5,0,0,0,-1,-1,-1,0,2,0,206,42,0,0,0,3,0,91,1,32,0,1,2,0,0,0,7,8,1,-1,-1,2,2,1306,0,253,0
125000,3,81,5,3,1,1,1,0,1,1964,0,0,3,-1,1,0,0,2,0,0,0,-1,-1,-1,0,2,0,364,-1,1,0,0,0,0,94,1,39,0,1,2,0,0,0,2,0,1,-1,-1,2,2,939,0,254,0
110000,2,36,0,0,1,1,1,1,0,-1,0,0,4,4,1,0,0,3,0,0,0,-1,-1,-1,2,2,0,184,33,0,0,0,3,0,94,0,10,0,0,2,0,0,1,0,2,1,-1,-1,2,2,659,21,253,0
198000,3,90,0,4,0,2,1,1,4,-1,0,0,3,-1,1,0,0,3,0,0,0,-1,-1,-1,0,0,0,246,49,2,0,0,3,0,93,0,-1,0,0,2,0,0,1,2,15,1,-1,-1,2,2,994,0,254,0
129000,2,44,4,2,1,2,1,1,3,1970,0,0,1,-1,1,0,0,3,0,0,0,-1,-1,-1,2,2,0,196,37,2,0,0,0,0,94,0,-1,0,0,2,2,0,2,7,10,1,-1,-1,2,2,650,0,253,0
149000,2,42,1,0,0,1,1,0,1,-1,1,0,3,-1,1,0,0,3,0,0,0,-1,-1,-1,0,0,0,196,-1,1,2,0,3,1,93,0,-1,1,0,1,2,0,1,0,0,0,-1,-1,2,2,-1,0,254,0
155000,2,57,4,2,1,2,1,1,0,-1,2,0,4,9,1,0,0,3,0,0,0,-1,2,-1,2,2,0,278,-1,2,1,1,3,0,94,1,24,0,0,2,2,2,2,6,10,1,-1,-1,2,2,855,0,254,0
164000,3,82,3,2,0,2,1,0,1,-1,0,0,3,-1,1,0,0,3,0,0,0,-1,2,-1,0,0,0,107,20,1,0,0,0,0,93,1,38,0,1,0,0,0,0,3,0,0,-1,-1,2,2,-1,18,255,0
269000,3,140,4,0,1,2,1,1,1,1875,0,0,0,-1,1,0,0,3,0,0,0,-1,-1,-1,0,0,0,307,62,2,0,0,3,0,94,0,-1,0,1,1,0,0,1,0,1,2,-1,-1,2,2,-1,7,253,0
249000,3,80,3,0,1,2,1,0,1,1975,0,1,3,-1,1,0,0,3,0,0,0,-1,7,-1,0,2,0,140,-1,0,0,0,0,0,94,1,27,0,1,2,0,0,0,9,12,1,6,-1,2,2,794,0,253,0
185000,3,63,4,0,1,1,1,1,1,1875,0,0,0,-1,1,0,0,3,0,0,0,-1,-1,-1,0,0,0,307,62,2,0,0,3,0,94,0,-1,0,1,1,0,0,1,0,4,1,-1,-1,2,2,-1,0,253,0
175000,3,80,4,2,0,0,0,0,1,-1,2,1,3,7,1,0,0,3,0,0,0,-1,-1,-1,0,0,0,178,-1,1,0,0,0,0,94,0,21,0,0,0,0,0,0,0,0,1,-1,-1,2,2,1048,0,257,0
239000,3,98,1,2,1,2,2,1,1,-1,2,0,3,-1,1,0,0,3,0,0,0,-1,20,-1,2,2,0,-1,-1,2,0,1,0,0,94,1,35,0,0,1,2,0,1,1,2,1,-1,-1,2,2,-1,0,253,0
295000,4,150,0,2,0,2,0,0,4,-1,2,0,3,11,2,0,0,3,0,0,0,-1,-1,-1,0,2,0,179,-1,1,0,0,3,0,94,0,47,0,0,2,2,2,0,2,0,2,-1,-1,2,2,1422,0,253,0
175000,3,71,4,2,0,0,0,0,1,-1,2,1,3,6,1,0,0,3,0,0,0,-1,-1,-1,0,0,0,354,-1,1,0,0,0,0,93,0,23,0,0,0,0,0,0,1,0,1,-1,-1,2,2,951,0,257,0
230000,3,95,5,2,1,2,1,0,1,1976,0,1,3,-1,1,0,0,3,0,0,0,-1,-1,-1,0,0,0,141,26,2,0,0,3,0,94,1,-1,0,1,2,0,0,0,6,0,1,-1,-1,2,2,1117,0,254,0
84500,3,76,5,2,1,2,1,1,3,1958,0,1,1,8,1,0,0,3,0,0,0,-1,5,-1,2,2,0,269,3823,2,1,1,3,0,93,0,21,0,1,2,2,0,1,0,7,1,-1,-1,2,2,-1,0,254,0
165000,3,82,3,2,1,1,1,0,1,1967,0,1,3,-1,0,0,0,6,0,0,0,-1,-1,-1,0,2,0,277,82,0,0,0,0,0,91,1,-1,0,1,2,0,0,0,9,11,2,-1,-1,2,2,1003,0,253,0
219000,3,75,1,2,1,1,1,1,4,1968,2,1,3,6,1,0,0,3,0,0,0,-1,-1,-1,2,2,0,206,3206,2,0,0,0,0,94,0,26,0,0,2,2,0,1,10,9,1,-1,-1,2,2,-1,0,253,0
380000,5,184,4,2,0,0,0,0,0,1970,0,1,0,-1,2,1,1,3,1,1,0,-1,-1,-1,2,2,1,160,-1,1,0,0,0,0,93,0,-1,0,0,2,2,2,0,0,9,0,-1,-1,2,2,1717,0,254,0
175000,2,70,3,3,0,2,0,0,1,-1,2,0,3,-1,1,0,0,3,0,0,0,-1,-1,-1,0,2,0,269,-1,1,0,0,0,0,94,0,33,0,0,0,0,2,0,2,0,1,-1,-1,2,2,763,0,254,0
130000,1,30,4,2,0,0,0,0,1,1977,0,1,3,-1,1,0,0,5,0,0,0,-1,-1,-1,0,2,0,536,-1,1,0,0,0,0,93,0,23,0,0,2,2,0,0,0,0,1,-1,-1,2,2,690,21,253,0
199000,3,75,4,2,1,2,1,1,1,1975,2,1,3,8,1,0,0,3,0,0,0,-1,3,-1,2,2,0,244,-1,2,1,1,3,0,94,1,23,0,2,2,0,0,2,3,0,1,-1,-1,2,2,-1,0,254,0
215000,4,90,4,2,1,1,1,1,3,1962,0,0,1,-1,1,0,0,5,0,0,0,-1,-1,-1,0,0,0,161,32,1,0,0,2,0,94,0,-1,0,0,2,2,0,1,0,11,1,-1,-1,2,2,-1,0,253,0
245000,3,100,0,0,1,2,1,1,3,2012,0,1,1,18,1,0,0,3,0,0,0,-1,20,-1,2,2,0,134,25,2,0,0,3,0,93,0,30,0,0,1,0,0,1,0,1,1,-1,-1,2,2,-1,7,253,0
89000,2,45,5,0,0,2,1,0,1,-1,1,0,3,-1,1,0,0,3,0,0,0,-1,4,-1,0,0,0,278,-1,1,2,0,3,1,93,0,-1,1,0,1,2,0,1,0,3,0,-1,-1,2,2,-1,0,254,0
189000,4,144,4,0,1,1,1,0,1,-1,0,0,3,-1,0,0,0,3,0,0,0,-1,-1,-1,0,2,0,366,67,2,0,0,0,0,93,1,-1,0,1,1,0,0,0,3,3,1,-1,-1,2,2,-1,7,253,0
96000,2,35,4,2,0,1,0,1,3,-1,0,0,1,-1,1,0,0,3,0,0,0,-1,-1,-1,2,2,0,213,-1,0,0,0,3,0,93,2,-1,0,0,2,2,0,1,0,5,1,-1,-1,2,2,748,0,255,0
367500,4,117,3,3,0,2,1,0,1,-1,0,0,3,-1,2,0,0,3,0,0,0,-1,17,-1,0,0,0,-1,-1,1,0,0,0,0,93,1,-1,0,1,0,0,0,0,5,0,0,-1,-1,2,2,-1,0,253,0
320000,4,190,4,2,1,2,1,0,3,-1,0,0,3,-1,0,0,0,3,0,0,0,-1,27,-1,0,2,0,166,31,0,0,0,0,0,93,1,-1,0,1,1,0,0,0,0,3,3,-1,-1,2,2,1392,0,253,0
309500,3,95,3,2,0,2,1,0,1,-1,0,0,3,-1,1,0,0,3,0,0,0,-1,8,-1,0,0,0,-1,-1,1,0,0,0,0,93,1,-1,0,1,0,0,0,0,4,0,0,-1,-1,2,2,-1,0,253,0
165000,2,76,0,2,1,1,1,0,1,1950,0,0,3,-1,0,0,0,3,0,0,0,-1,-1,-1,0,0,0,264,-1,2,0,0,0,0,93,1,25,2,1,1,0,0,0,3,2,1,-1,-1,2,2,420,0,253,0
189000,4,144,4,0,1,1,1,0,1,-1,0,0,3,-1,0,0,0,3,0,0,0,-1,-1,-1,0,2,0,366,67,2,0,0,0,0,93,1,-1,0,1,1,0,0,0,3,3,1,-1,-1,2,2,-1,0,253,0
599000,4,218,1,0,0,1,1,0,1,1957,1,1,3,-1,2,0,0,6,0,0,0,-1,-1,-1,0,0,0,281,-1,1,0,0,0,1,92,0,-1,1,0,2,2,0,1,7,7,0,-1,-1,2,2,-1,0,253,0
218000,3,63,3,1,0,2,1,0,1,-1,0,0,3,-1,1,0,0,4,0,0,0,-1,11,-1,0,0,0,-1,-1,1,0,0,0,0,93,1,-1,0,1,0,0,0,0,3,0,0,-1,-1,2,2,-1,0,253,0
120000,0,54,5,0,1,1,1,0,1,1969,0,0,3,-1,1,0,0,3,0,0,0,-1,-1,-1,0,0,0,284,53,0,0,0,0,0,94,1,31,0,1,2,0,0,0,2,0,1,-1,-1,2,2,736,0,253,0
248500,5,161,4,3,1,2,1,1,1,2010,0,1,3,-1,1,0,0,3,0,0,0,-1,12,-1,2,2,0,173,5083,2,1,1,2,0,94,1,-1,0,0,1,2,0,1,0,2,2,17,17,2,2,1396,7,253,0
419000,4,128,2,2,1,2,1,0,1,-1,0,0,3,-1,0,0,0,3,0,0,0,-1,9,-1,0,2,0,-1,-1,1,0,0,0,0,94,1,-1,0,1,2,0,0,0,0,0,2,-1,-1,2,2,-1,18,253,0
189000,4,144,4,0,1,1,1,0,1,-1,0,0,3,-1,0,0,0,3,0,0,0,-1,-1,-1,0,2,0,366,67,2,0,0,0,0,93,1,-1,0,1,1,0,0,0,3,3,1,-1,-1,2,2,-1,7,254,0
189000,4,144,4,0,1,1,1,0,1,-1,0,0,3,-1,0,0,0,3,0,0,0,-1,-1,-1,0,2,0,366,67,2,0,0,0,0,93,1,-1,0,1,1,0,0,0,3,3,1,-1,-1,2,2,-1,0,254,0
119000,2,56,4,2,1,1,1,1,1,-1,0,0,0,16,1,0,0,3,0,0,0,-1,-1,-1,2,2,0,290,53,0,0,0,3,0,93,0,17,0,0,1,0,0,1,2,0,1,-1,-1,2,2,485,7,253,0
265000,4,96,3,2,1,2,1,0,1,1963,0,0,3,-1,0,0,0,6,0,0,0,-1,3,-1,0,0,0,340,-1,1,0,0,0,0,93,1,29,0,1,2,0,0,0,11,11,0,-1,-1,2,2,1264,0,253,0
229999,4,95,4,0,1,2,1,1,1,2006,2,1,3,8,1,0,0,3,0,0,0,-1,7,-1,2,2,0,108,21,2,0,0,3,0,91,1,38,0,0,2,2,0,2,6,6,2,-1,-1,2,2,1000,0,253,0
370000,3,118,2,2,0,0,0,0,1,2025,2,0,3,-1,1,0,0,5,0,0,0,-1,-1,-1,2,2,0,-1,-1,2,0,0,0,0,94,0,50,0,0,2,2,0,2,3,0,1,-1,-1,2,2,-1,0,253,0
159500,2,86,4,2,1,2,1,1,0,-1,2,1,4,8,1,0,0,3,0,0,0,-1,2,-1,2,2,0,157,32,1,1,0,3,0,93,2,35,0,0,2,2,0,1,4,4,1,-1,-1,2,2,-1,0,253,0
325000,3,118,3,0,1,2,1,0,1,-1,0,1,3,-1,1,0,0,3,0,0,0,-1,-1,-1,0,0,0,161,37,1,0,0,0,0,94,1,66,0,1,2,0,0,0,2,0,2,-1,-1,2,2,1514,0,253,0
169000,2,51,4,3,1,2,1,1,1,-1,2,0,3,5,1,0,0,3,0,0,0,-1,1,-1,2,2,0,353,68,2,1,1,3,0,91,1,20,0,0,2,2,2,1,10,9,1,8,8,2,2,798,0,254,0
265000,3,95,1,0,0,2,0,0,1,-1,0,1,3,-1,1,1,1,3,1,1,0,-1,12,-1,0,0,0,-1,-1,1,0,0,0,0,93,0,-1,0,1,0,0,0,0,0,0,0,-1,-1,2,2,1347,0,254,0
220000,2,89,3,0,1,2,1,0,1,-1,0,1,3,-1,1,0,0,3,0,0,0,-1,22,-1,0,0,0,171,32,0,0,0,0,0,93,1,41,0,1,2,0,0,0,0,0,1,-1,-1,2,2,979,0,255,0
425000,3,109,3,2,0,2,1,0,1,-1,0,0,3,-1,2,0,0,3,0,0,0,-1,34,-1,0,0,0,-1,-1,1,0,0,0,0,93,1,-1,0,1,0,0,0,0,7,0,0,-1,-1,2,2,-1,0,253,0
149000,3,80,4,0,1,2,0,1,1,-1,2,1,3,8,1,0,0,2,0,0,0,-1,3,-1,2,2,0,249,-1,1,0,0,0,0,93,0,25,0,0,2,0,2,2,0,0,1,-1,-1,2,2,-1,0,254,0
80000,2,40,4,2,0,0,0,0,0,-1,2,0,3,-1,1,0,0,1,0,0,0,-1,-1,-1,2,0,0,588,-1,2,0,0,0,1,92,2,-1,0,0,0,0,0,0,2,1,0,-1,-1,2,2,-1,0,255,0
292755,3,93,3,2,0,2,1,0,1,-1,0,0,3,-1,1,0,0,3,0,0,0,-1,16,-1,0,0,0,-1,-1,1,0,0,0,0,93,1,-1,0,1,0,0,0,0,3,0,0,-1,-1,2,2,-1,0,253,0
159000,3,80,7,3,1,2,2,1,0,-1,0,0,4,-1,1,0,0,3,0,0,2,-1,31,-1,2,2,0,436,7910,0,0,0,3,0,93,0,-1,0,0,1,0,0,1,1,0,1,-1,-1,2,2,-1,0,254,0
79000,2,35,7,2,1,0,0,1,1,-1,0,0,0,-1,1,0,0,3,0,0,0,-1,-1,-1,2,2,0,213,1696,0,0,0,3,0,93,2,-1,0,0,1,0,0,1,2,1,1,-1,-1,2,2,-1,0,254,0
315560,4,114,3,0,0,2,2,0,1,2025,0,0,3,-1,1,0,0,3,0,0,0,-1,-1,-1,0,0,0,-1,-1,1,0,0,0,0,93,1,-1,0,1,0,0,0,0,0,0,0,-1,-1,2,2,-1,0,254,0
296542,3,97,3,2,0,2,1,0,1,-1,0,0,3,-1,1,0,0,3,0,0,0,-1,14,-1,0,0,0,-1,-1,1,0,0,0,0,93,1,-1,0,1,0,0,0,0,2,0,0,-1,-1,2,2,-1,0,253,0
285570,3,93,3,2,0,2,1,0,1,-1,0,0,3,-1,1,0,0,3,0,0,0,-1,14,-1,0,0,0,-1,-1,1,0,0,0,0,93,1,-1,0,1,0,0,0,0,2,0,0,-1,-1,2,2,-1,0,253,0
195000,3,55,0,2,1,2,0,1,4,-1,2,0,3,-1,1,0,0,4,2,0,0,-1,21,-1,2,2,0,128,-1,2,0,0,3,0,91,1,25,0,0,1,0,0,1,3,2,1,-1,-1,2,2,-1,0,253,0
301050,3,93,3,2,0,2,1,0,1,-1,0,0,3,-1,1,0,0,3,0,0,0,-1,12,-1,0,0,0,-1,-1,1,0,0,0,0,93,1,-1,0,1,0,0,0,0,4,0,0,-1,-1,2,2,-1,0,253,0
312900,3,94,3,2,0,2,1,0,1,-1,0,0,3,-1,1,0,0,3,0,0,0,-1,16,-1,0,0,0,-1,-1,1,0,0,0,0,93,1,-1,0,1,0,0,0,0,4,0,0,-1,-1,2,2,-1,0,253,0
299000,3,100,3,2,0,2,1,0,1,-1,0,0,3,-1,1,0,0,3,0,0,0,-1,7,-1,0,0,0,-1,-1,1,0,0,0,0,93,1,-1,0,1,0,0,0,0,3,0,0,-1,-1,2,2,-1,0,253,0
421300,4,129,3,4,0,2,1,0,1,-1,0,0,3,-1,2,0,0,4,0,0,0,-1,48,-1,0,0,0,-1,-1,1,0,0,0,0,93,1,-1,0,1,0,0,0,0,4,0,0,-1,-1,2,2,-1,0,253,0
320700,3,101,3,3,0,2,1,0,1,-1,0,0,3,-1,1,0,0,4,0,0,0,-1,13,-1,0,0,0,-1,-1,1,0,0,0,0,93,1,-1,0,1,0,0,0,0,3,0,0,-1,-1,2,2,-1,0,253,0
318600,3,102,3,3,0,2,1,0,1,-1,0,0,3,-1,1,0,0,4,0,0,0,-1,8,-1,0,0,0,-1,-1,1,0,0,0,0,93,1,-1,0,1,0,0,0,0,3,0,0,-1,-1,2,2,-1,0,253,0
109000,2,50,5,3,1,2,1,1,1,-1,0,0,3,5,1,0,0,5,0,0,0,-1,1,-1,2,2,0,339,-1,2,1,1,3,0,94,2,18,0,0,1,2,0,1,6,8,1,26,26,2,2,684,0,254,0
293692,3,96,3,2,0,2,1,0,1,-1,0,0,3,-1,1,0,0,3,0,0,0,-1,14,-1,0,0,0,-1,-1,1,0,0,0,0,93,1,-1,0,1,0,0,0,0,2,0,0,-1,-1,2,2,-1,0,253,0
305700,3,95,3,2,0,2,1,0,1,-1,0,0,3,-1,1,0,0,3,0,0,0,-1,12,-1,0,0,0,-1,-1,1,0,0,0,0,93,1,-1,0,1,0,0,0,0,4,0,0,-1,-1,2,2,-1,0,253,0
240000,3,124,3,2,0,2,1,0,1,-1,0,1,3,-1,1,0,0,3,0,0,0,-1,7,-1,0,0,0,177,33,1,0,0,0,0,93,1,24,0,1,0,0,0,0,4,0,0,-1,-1,2,2,-1,0,254,0
297540,3,96,3,2,0,2,1,0,1,-1,0,0,3,-1,1,0,0,3,0,0,0,-1,17,-1,0,0,0,-1,-1,1,0,0,0,0,93,1,-1,0,1,0,0,0,0,3,0,0,-1,-1,2,2,-1,0,253,0
229000,3,108,7,2,1,2,1,1,3,1950,2,0,1,13,1,0,0,2,0,0,0,-1,4,-1,2,2,0,144,36,2,1,1,3,0,94,1,41,0,0,2,2,2,2,3,8,1,20,20,2,2,1135,0,253,0
159000,3,75,4,2,1,2,0,0,1,-1,0,0,3,11,1,0,0,5,0,0,0,-1,-1,-1,2,2,0,197,36,1,0,0,0,0,94,0,26,0,0,2,2,0,0,0,7,1,-1,-1,2,2,-1,0,254,0
90000,3,90,3,2,0,1,1,0,1,-1,0,1,3,-1,0,0,0,3,0,0,0,-1,-1,-1,0,0,0,165,41,1,0,0,0,0,93,1,-1,0,1,0,0,0,0,5,0,0,-1,-1,2,2,-1,0,253,0
595000,3,116,2,2,1,2,2,0,2,2025,1,0,3,-1,0,0,0,2,0,0,0,-1,16,-1,0,0,0,102,-1,2,0,0,0,0,93,1,60,1,1,2,0,0,0,4,5,2,-1,-1,2,2,-1,0,253,0
199000,4,81,2,3,1,2,0,1,0,-1,0,0,4,20,1,0,0,3,0,0,0,-1,18,-1,2,2,0,165,-1,1,1,1,3,0,94,1,14,0,0,1,0,0,1,0,1,1,7,7,2,2,-1,7,254,0
550000,3,131,2,2,1,2,1,0,1,2025,1,0,3,-1,0,0,0,2,0,0,0,-1,15,-1,0,0,0,102,-1,2,0,0,0,0,93,1,66,1,1,2,0,0,0,3,5,2,-1,-1,2,2,-1,0,253,0
595000,3,131,2,2,1,2,1,0,2,2025,1,0,3,-1,0,0,0,2,0,0,0,-1,15,-1,0,0,0,102,-1,2,0,0,0,0,93,1,66,1,1,2,0,0,0,4,5,2,-1,-1,2,2,-1,0,253,0
120000,2,30,3,2,0,1,1,0,1,-1,0,0,3,-1,0,0,0,1,0,0,0,-1,-1,-1,0,0,0,204,39,1,0,0,0,0,93,1,-1,0,1,0,0,0,0,2,0,0,-1,-1,2,2,-1,7,253,0
150000,4,112,0,0,0,2,1,1,0,-1,2,0,4,-1,1,0,0,3,0,0,0,-1,-1,-1,0,0,0,107,20,2,0,0,0,0,93,1,-1,0,1,2,0,0,0,6,0,1,-1,-1,2,2,-1,0,254,0
339000,4,120,1,0,0,1,1,0,1,-1,1,0,3,-1,1,0,0,3,0,0,0,-1,-1,-1,0,0,0,181,-1,1,1,0,0,1,93,0,-1,1,0,1,2,0,1,4,0,0,-1,-1,2,2,1000,0,254,0
130000,2,59,4,2,1,2,1,1,1,-1,0,0,3,-1,1,0,0,3,0,0,0,-1,-1,-1,0,0,0,218,41,0,1,1,0,0,93,2,-1,0,0,2,2,0,0,8,8,0,-1,-1,2,2,765,0,254,0
260000,4,104,3,2,0,1,1,0,1,-1,0,0,3,-1,1,0,0,3,0,0,0,-1,-1,-1,0,0,0,86,17,1,0,0,0,0,93,1,35,0,1,0,0,0,0,4,0,0,-1,-1,2,2,-1,0,253,0
225000,4,122,1,2,1,2,2,1,4,1970,0,1,3,13,1,0,0,3,0,0,0,10000,9,-1,2,2,0,144,3950,2,1,1,2,0,94,0,47,0,0,1,0,0,2,0,0,2,-1,-1,2,2,-1,0,253,0
184000,3,97,4,0,0,2,2,0,0,-1,2,0,4,-1,0,0,0,2,0,0,0,30,-1,-1,2,0,0,398,-1,2,0,1,0,1,92,2,-1,0,0,0,0,0,0,1,0,0,-1,-1,2,2,1120,0,253,0
