price,rooms,area,state,facades_number,is_furnished,has_terrace,has_garden,has_swimming_pool,has_equipped_kitchen,build_year,cellar,garage,kitchen_type,kitchen_surface,bathrooms,low_energy,solar_panels,heating_type,heat_pump,air_conditioning,alarm,garden_surface,terrace_surface,land_surface,sewer_connection,running_water,rain_water_tank,primary_energy_consumption,co2,certification_electrical_installation,planning_permission_granted,preemption_right,flooding_area_type,surroundings_protected,availability,leased,living_room_surface,attic,glazing_type,elevator,entry_phone,security_door,access_disabled,apartement_floor,number_floors,toilets,frontage_width,terrain_width_roadside,g_score,p_score,cadastral_income,property_subtype,postal_code,property_type
349000,4,230,4,2,1,2,2,0,1,1967,0,1,3,12,1,0,0,2,0,0,0,257,21,335,2,2,0,378,-1,0,2,1,3,0,94,0,35,2,1,0,0,0,0,0,2,3,7,7,0,0,964,19,729,1
549000,5,340,4,0,1,2,2,0,1,-1,0,1,3,11,1,0,0,5,0,1,1,1200,25,-1,0,2,0,636,-1,1,0,1,0,1,91,1,24,0,0,1,0,0,1,0,0,2,-1,-1,2,2,1298,23,728,1
175000,4,215,7,2,0,2,2,0,1,-1,0,1,3,12,1,0,0,5,0,0,0,140,-1,220,2,2,0,534,-1,0,1,1,3,0,94,0,33,2,0,0,0,0,0,0,0,1,9,9,0,0,309,19,731,1
349000,4,173,4,0,1,2,2,0,1,-1,0,1,3,9,1,0,0,5,0,1,1,876,60,-1,0,2,0,678,-1,0,0,1,0,1,91,1,45,2,0,1,0,0,1,0,0,2,-1,-1,2,2,872,19,730,1
255000,4,112,4,2,1,2,2,1,1,1950,0,0,0,13,1,0,0,3,0,0,0,35,35,117,2,2,0,453,-1,2,0,1,2,0,94,0,30,2,0,1,0,0,1,0,2,2,7,7,2,2,-1,19,731,1
769000,6,311,0,4,0,2,2,2,4,1995,0,1,3,23,3,0,2,3,0,0,0,404,55,952,2,2,0,160,-1,1,1,1,3,0,94,0,96,2,0,0,0,0,2,0,0,2,20,20,0,0,2216,23,728,1
331050,4,1,0,3,0,0,2,0,4,2025,0,0,4,-1,1,0,2,7,2,0,0,-1,-1,370,2,2,0,-1,-1,1,2,0,3,0,92,0,-1,2,0,0,0,0,0,0,0,0,-1,-1,2,2,-1,19,730,1
225000,3,111,0,2,0,1,2,0,1,-1,0,0,3,-1,1,0,0,3,0,0,0,-1,-1,71,0,2,0,237,-1,2,0,0,3,0,93,1,-1,2,0,0,0,0,0,0,0,0,4,-1,2,2,304,19,731,1
219000,5,132,5,2,1,2,2,1,1,1951,2,0,3,9,1,0,0,2,0,0,0,30,8,117,2,2,2,359,-1,2,1,1,3,0,94,0,38,2,0,0,0,0,0,0,2,2,6,6,2,2,642,19,728,1
450000,4,165,4,0,1,0,2,0,0,-1,2,1,3,8,1,0,1,5,0,1,1,-1,-1,-1,0,2,0,645,-1,1,1,1,0,1,91,1,35,2,0,1,0,0,1,0,0,1,-1,-1,2,2,1100,23,728,1
411000,4,141,2,2,0,2,2,0,1,-1,0,0,3,-1,0,0,2,5,2,0,0,-1,-1,171,0,2,0,99,-1,1,0,0,0,0,93,1,-1,0,0,0,0,0,0,0,0,0,-1,-1,2,2,-1,19,728,1
436000,4,174,2,3,0,2,2,0,1,-1,0,0,3,-1,0,0,2,5,2,0,0,-1,-1,182,0,2,0,99,-1,1,0,0,0,0,93,1,-1,0,0,0,0,0,0,0,0,0,-1,-1,2,2,-1,19,728,1
411000,4,141,2,2,0,2,2,0,1,-1,0,0,3,-1,0,0,2,5,2,0,0,-1,-1,173,0,2,0,99,-1,1,0,0,0,0,93,1,-1,0,0,0,0,0,0,0,0,0,-1,-1,2,2,-1,19,728,1
345000,1,51,5,4,0,0,2,0,1,-1,0,0,3,-1,0,0,0,6,0,0,0,-1,-1,2037,0,0,0,2049,-1,1,0,0,3,0,94,0,-1,0,1,0,0,0,0,0,0,0,-1,-1,2,2,313,19,730,1
431000,4,158,2,3,0,2,2,0,1,-1,0,0,3,-1,0,0,2,5,2,0,0,-1,-1,173,0,2,0,99,-1,1,0,0,3,0,93,1,-1,0,0,0,0,0,0,0,0,0,-1,-1,2,2,-1,19,728,1
446000,5,207,2,2,0,2,2,0,1,-1,0,0,3,-1,0,0,2,5,2,0,0,-1,-1,160,0,2,0,99,-1,1,0,0,0,0,93,1,-1,0,0,0,0,0,0,0,0,0,-1,-1,2,2,-1,19,728,1
-1,7,392,0,2,1,2,2,0,4,1934,0,1,3,-1,2,0,2,2,0,0,0,357,30,593,0,2,0,256,-1,2,0,1,3,0,94,1,111,0,1,1,0,0,0,0,2,3,-1,-1,2,2,2350,19,728,1
185000,3,133,5,3,0,0,0,0,3,-1,2,1,3,-1,0,0,0,3,0,0,0,-1,-1,-1,0,2,0,472,-1,1,0,0,3,0,94,0,-1,0,0,0,0,0,0,0,0,0,-1,-1,0,0,271,19,730,1
500000,4,-1,2,3,1,2,2,0,1,-1,0,0,3,-1,1,0,0,5,2,0,0,250,-1,342,0,0,0,-1,-1,1,0,0,0,0,93,0,-1,2,1,0,0,0,0,0,0,0,-1,-1,2,2,-1,19,730,1
669000,4,210,0,4,0,2,2,0,4,2002,0,1,3,15,1,0,2,2,0,0,0,750,50,1000,2,2,0,134,-1,2,2,1,0,0,93,2,50,2,0,0,0,0,0,0,2,2,10,10,0,1,1196,23,730,1
330000,4,166,4,3,0,2,2,0,1,1967,0,1,3,-1,1,1,1,3,1,1,0,146,30,-1,0,0,0,-1,-1,1,0,0,0,0,93,0,-1,2,1,0,0,0,0,0,0,0,-1,-1,2,2,486,19,731,1
-1,5,522,3,4,1,2,2,0,1,2006,0,1,3,-1,2,0,0,2,0,0,0,1650,150,1881,0,2,0,178,-1,2,0,0,0,0,94,1,61,2,1,1,0,0,0,0,0,3,14,-1,2,2,1931,23,728,1
187500,4,145,4,0,1,2,2,0,1,-1,0,0,3,4,1,0,0,5,0,1,1,34,-1,-1,0,2,0,630,-1,1,0,1,0,1,91,1,21,2,0,1,0,0,1,0,0,1,-1,-1,2,2,369,19,728,1
505000,4,-1,2,3,1,2,2,0,1,-1,0,0,3,-1,1,0,0,5,2,0,0,220,-1,438,0,0,0,-1,-1,1,0,0,0,0,93,0,-1,0,1,0,0,0,0,0,0,0,-1,-1,2,2,-1,19,730,1
495000,4,-1,2,2,1,2,2,0,1,-1,0,1,3,-1,1,0,0,5,2,0,0,220,-1,387,0,0,0,-1,-1,1,0,0,0,0,93,0,-1,0,1,0,0,0,0,0,0,0,-1,-1,2,2,-1,19,730,1
495000,6,310,4,0,1,2,2,1,1,-1,1,0,3,31,3,0,0,5,0,1,1,114,25,-1,0,2,0,380,-1,1,0,1,0,1,91,1,13,1,0,1,0,0,1,0,0,3,-1,-1,2,2,1093,19,728,1
295000,4,170,0,0,1,0,0,1,0,-1,1,0,3,12,1,0,0,5,0,1,1,-1,-1,-1,0,2,0,243,-1,2,0,1,0,1,91,1,44,2,0,1,0,0,1,0,0,2,-1,-1,2,2,505,19,728,1
269000,4,156,4,0,1,2,2,1,1,-1,1,1,3,7,1,0,0,5,0,1,1,150,-1,-1,0,2,0,601,-1,0,0,1,0,1,91,1,34,2,0,1,0,0,1,0,0,1,-1,-1,2,2,733,19,728,1
338000,4,201,0,0,1,2,2,1,1,-1,1,1,3,15,1,0,0,5,0,1,1,100,12,-1,0,2,0,299,-1,2,0,1,0,1,91,1,44,2,0,1,0,0,1,0,0,1,-1,-1,2,2,622,19,728,1
225000,3,182,4,0,1,2,0,1,1,-1,1,1,3,8,1,0,0,5,0,1,1,-1,8,-1,0,2,0,380,-1,1,0,1,0,1,91,1,32,1,0,1,0,0,1,0,0,1,-1,-1,2,2,-1,19,728,1
239000,4,155,2,0,1,2,0,1,1,-1,1,1,3,13,1,0,0,5,0,1,1,-1,18,-1,0,2,0,-1,-1,1,0,1,3,1,91,1,30,1,0,1,0,0,1,0,0,2,-1,-1,2,2,-1,19,728,1
549000,5,340,4,0,1,2,2,0,1,-1,0,1,3,11,1,0,0,5,0,1,1,1200,25,-1,0,2,0,636,-1,1,0,1,0,1,91,1,30,0,0,1,0,0,1,0,0,2,-1,-1,2,2,1298,23,731,1
421425,4,147,2,3,0,1,1,0,1,-1,0,0,3,-1,0,0,0,5,2,0,0,-1,-1,459,0,2,0,-1,-1,1,0,0,3,0,93,1,-1,2,1,0,0,0,0,0,0,0,7,16,2,2,-1,19,729,1
375550,4,430,0,3,0,0,2,0,4,2025,0,1,4,-1,1,2,2,3,2,0,0,-1,-1,430,2,2,2,-1,-1,2,2,0,3,0,92,1,-1,2,0,0,2,0,0,0,0,0,-1,-1,2,2,-1,19,730,1
295000,4,170,0,0,1,2,2,1,0,-1,1,1,3,7,1,0,0,5,0,1,1,380,20,-1,0,2,0,545,-1,0,0,1,0,1,6,1,-1,2,2,1,0,0,1,0,0,2,-1,-1,2,2,927,19,728,1
250000,3,165,4,3,0,0,0,0,0,-1,0,1,4,12,1,0,0,3,0,0,0,-1,-1,170,2,2,0,289,-1,2,1,1,0,0,93,0,46,2,0,0,0,0,0,0,0,2,13,13,2,2,468,19,731,1
375550,4,382,0,3,0,0,2,0,4,-1,0,1,4,-1,0,2,2,3,2,0,0,-1,-1,-1,2,2,2,-1,-1,2,2,0,0,0,92,1,-1,2,1,0,2,0,0,0,0,0,-1,-1,2,2,-1,19,731,1
295000,5,151,4,0,1,0,2,1,0,-1,1,0,3,20,1,0,0,5,0,1,1,34,-1,-1,0,2,0,349,-1,1,0,1,0,1,91,1,32,2,0,1,0,0,1,0,0,2,-1,-1,2,2,379,19,728,1
329000,5,315,4,0,1,2,2,0,0,-1,2,1,3,15,2,0,1,8,0,1,1,260,25,-1,0,2,0,500,-1,0,1,1,0,1,91,1,72,2,0,1,0,0,1,0,0,1,-1,-1,2,2,1584,19,728,1
890000,5,250,2,4,1,2,2,0,4,2025,0,1,3,-1,2,0,0,5,0,2,0,-1,-1,1940,0,2,0,-1,-1,2,0,0,0,0,93,1,-1,0,0,1,2,0,1,0,1,3,-1,-1,2,2,-1,19,728,1
345000,3,115,2,2,0,2,0,1,4,2023,0,1,3,11,2,0,0,5,0,0,0,-1,12,-1,2,2,0,-1,-1,1,1,1,0,0,93,0,26,0,0,2,2,0,2,0,5,2,-1,-1,2,2,-1,19,728,1
325000,5,229,4,0,1,2,2,0,1,-1,0,0,3,19,1,0,0,5,0,1,1,435,50,-1,0,2,0,297,-1,0,0,1,0,1,91,1,45,2,0,1,0,0,1,0,0,2,-1,-1,2,2,1031,19,728,1
380000,4,228,4,2,0,2,2,0,4,1990,0,1,3,17,2,0,0,3,0,0,0,90,18,212,2,2,0,162,-1,1,1,1,0,0,94,0,35,2,0,0,2,0,0,0,3,2,7,7,0,1,1003,19,728,1
359000,6,170,0,0,1,2,2,0,1,-1,0,0,3,23,1,0,0,5,0,1,1,60,15,-1,0,2,0,287,-1,2,0,1,0,1,91,1,30,0,0,1,0,0,1,0,0,2,-1,-1,2,2,732,19,728,1
149000,3,92,3,2,0,1,1,0,1,-1,0,0,3,-1,1,0,0,5,0,0,0,-1,-1,60,0,2,0,570,-1,1,0,0,3,0,93,1,11,2,1,0,0,0,0,0,0,0,-1,-1,2,2,240,19,728,1
849000,4,385,3,4,0,2,2,0,1,1935,2,1,3,18,2,0,0,5,2,0,0,-1,-1,2694,0,2,0,383,-1,0,0,0,3,0,93,1,34,0,0,0,0,0,0,0,0,3,-1,-1,2,2,1336,19,730,1
335000,3,140,4,3,1,2,2,1,0,1999,0,1,4,8,1,0,0,2,0,0,0,490,16,619,2,2,0,187,-1,0,2,1,3,0,94,0,20,2,0,0,0,0,0,0,0,2,7,7,0,1,842,1,731,1
849000,4,385,3,4,0,2,2,0,1,1935,2,1,3,18,2,0,0,5,2,0,0,-1,-1,2694,0,2,0,383,-1,0,0,0,3,0,93,1,34,0,0,0,0,0,0,0,0,3,-1,-1,2,2,1336,19,728,1
679000,4,476,3,2,0,2,2,0,1,-1,0,0,3,26,1,0,0,5,0,0,0,-1,55,190,0,2,0,-1,-1,1,0,0,3,0,93,1,26,2,0,0,0,0,0,0,0,2,-1,-1,2,2,3953,19,728,1
199000,4,120,5,2,1,2,2,1,0,1931,0,0,4,6,1,0,0,5,0,0,0,60,10,140,2,2,0,740,-1,0,1,1,3,0,94,0,24,2,1,0,0,0,0,0,0,1,5,5,2,2,337,19,728,1
135000,3,86,3,2,0,1,1,0,1,-1,0,0,3,-1,1,0,0,5,0,0,0,-1,-1,54,0,2,0,659,-1,1,0,0,3,0,93,1,27,0,1,0,0,0,0,0,0,1,-1,-1,2,2,242,19,728,1
335000,4,160,0,2,1,2,1,1,4,2008,0,1,3,-1,1,0,0,3,0,0,0,-1,45,105,2,2,2,123,-1,2,2,2,3,0,94,0,41,0,0,0,2,0,0,0,3,2,6,6,0,0,850,19,729,1
-1,4,131,2,2,0,2,2,0,1,-1,0,1,3,-1,1,0,0,5,0,0,0,14,13,131,0,0,0,-1,-1,1,0,0,0,0,93,1,-1,0,1,0,0,0,0,0,2,0,-1,-1,2,2,-1,19,728,1
-1,4,132,2,2,0,2,2,0,1,-1,0,1,3,-1,1,0,0,5,0,0,0,14,14,132,0,0,0,-1,-1,1,0,0,0,0,93,1,-1,0,1,0,0,0,0,0,2,0,-1,-1,2,2,-1,19,728,1
-1,4,132,2,2,0,2,2,0,1,-1,0,0,3,-1,1,0,0,5,0,0,0,14,15,132,0,0,0,-1,-1,1,0,0,0,0,93,1,-1,0,1,0,0,0,0,0,2,0,-1,-1,2,2,-1,19,728,1
595000,4,198,4,4,1,2,2,1,4,2005,0,1,3,14,1,0,2,2,0,2,2,700,45,1102,2,2,2,205,-1,1,2,1,3,0,93,0,46,2,0,0,2,0,0,0,2,2,10,10,0,1,1103,23,730,1
265000,3,140,0,0,1,2,2,0,1,-1,0,0,3,10,1,0,0,5,0,1,1,77,28,-1,0,2,0,188,-1,2,0,1,0,1,91,1,30,2,0,1,0,0,1,0,0,2,-1,-1,2,2,583,19,728,1
329000,4,218,0,0,1,2,2,0,1,-1,0,1,3,10,1,0,0,5,0,1,1,120,30,-1,0,2,0,498,-1,2,0,1,0,1,91,1,35,2,0,1,0,0,1,0,0,2,-1,-1,2,2,557,19,728,1
425000,5,296,3,3,0,2,2,0,1,1989,0,1,3,-1,1,0,0,3,0,1,1,-1,8,975,0,0,0,135,-1,1,0,1,3,1,94,1,-1,2,0,1,0,0,1,0,4,2,8,12,2,2,-1,19,216,1
185000,2,36,3,4,0,2,2,0,1,-1,0,0,3,-1,0,0,0,5,0,0,0,-1,-1,17834,0,0,0,1550,-1,1,0,1,0,0,93,0,-1,0,1,0,0,0,0,0,0,0,-1,-1,2,0,-1,19,216,1
498665,4,187,2,4,0,0,0,0,1,-1,0,1,3,-1,2,0,0,5,0,0,0,-1,-1,785,0,0,2,-1,-1,1,0,0,0,0,93,0,-1,0,1,0,0,0,0,0,0,2,8,8,2,2,-1,19,730,1
280000,4,165,5,4,1,1,1,0,1,1961,0,0,3,-1,1,0,0,2,0,0,0,-1,-1,1100,0,2,0,1094,-1,0,0,1,3,0,94,1,-1,0,1,1,0,0,0,0,0,0,-1,-1,2,2,-1,19,218,1
138000,4,-1,5,3,1,1,2,0,1,1930,0,0,0,-1,1,0,0,5,0,0,0,-1,-1,682,0,0,0,1273,-1,1,2,1,0,0,94,0,-1,0,0,0,0,0,0,0,0,0,17,-1,2,2,-1,19,216,1
195000,4,152,5,2,1,1,2,0,1,1918,0,0,3,-1,1,0,0,2,0,0,0,-1,-1,-1,0,2,0,668,-1,1,0,1,2,0,94,1,-1,2,1,1,0,0,0,0,0,0,-1,-1,2,2,352,19,216,1
319000,5,-1,5,4,0,1,2,0,1,1934,0,1,3,-1,1,0,0,5,0,0,0,-1,-1,3700,0,2,0,1374,-1,1,0,0,3,0,93,1,35,2,0,0,0,0,0,0,0,1,-1,-1,2,2,734,19,216,1
265000,3,140,0,0,1,2,2,0,1,-1,0,0,3,10,1,0,0,5,0,1,1,77,28,-1,0,2,0,188,-1,2,0,1,0,1,91,1,30,2,0,1,0,0,1,0,0,2,-1,-1,2,2,583,19,730,1
475165,5,206,2,3,0,0,0,0,1,-1,0,1,3,-1,2,0,0,5,0,0,0,-1,-1,1734,0,0,2,-1,-1,1,0,0,0,0,93,0,-1,0,1,0,0,0,0,0,0,2,9,9,2,2,-1,19,731,1
379000,4,210,4,4,0,2,2,0,1,1979,0,1,3,-1,1,0,0,5,0,0,0,-1,-1,879,2,2,0,447,-1,1,2,1,3,0,93,0,-1,0,1,0,0,0,0,0,0,0,-1,-1,0,0,-1,19,216,1
249000,5,200,3,3,1,1,2,0,1,-1,0,1,3,-1,1,0,0,2,0,0,0,-1,-1,2092,0,0,0,390,-1,0,0,1,3,0,93,1,-1,2,1,1,0,0,0,0,0,0,-1,-1,2,2,-1,19,216,1
330000,4,130,4,3,1,2,2,0,1,1958,0,0,3,-1,2,0,0,3,0,0,0,-1,-1,704,0,2,0,255,-1,2,0,1,3,0,94,1,-1,2,1,1,0,0,0,0,0,0,-1,-1,2,2,-1,19,216,1
549950,3,199,4,3,1,1,2,0,1,1993,0,1,3,-1,1,0,0,3,0,0,0,-1,-1,-1,0,0,0,198,-1,1,0,0,3,0,93,1,-1,2,1,1,0,0,0,0,0,2,-1,-1,2,2,-1,19,216,1
549000,5,274,3,2,0,2,0,0,1,-1,0,1,3,-1,2,0,2,3,0,0,0,-1,-1,105,0,0,0,159,-1,1,0,0,0,0,93,0,-1,0,0,0,0,0,0,0,5,0,-1,-1,2,2,-1,19,216,1
998500,5,408,3,0,0,2,2,0,1,2014,0,1,3,-1,3,0,0,3,0,0,0,-1,-1,1575,0,0,0,90,-1,0,0,2,0,0,93,1,-1,2,0,0,0,0,0,0,0,0,-1,-1,2,2,2540,19,216,1
550000,3,175,4,0,1,1,1,0,1,-1,0,1,3,-1,2,0,2,1,0,0,0,-1,-1,260,0,2,0,175,-1,1,0,1,3,0,93,1,-1,0,1,1,0,0,0,0,0,0,-1,-1,2,2,-1,19,216,1
409000,5,163,0,0,0,1,2,0,1,1952,0,1,3,-1,1,0,0,3,0,0,0,-1,-1,238,0,0,0,231,-1,2,0,0,3,0,93,1,-1,0,0,0,0,0,0,0,0,0,-1,-1,2,2,1245,19,216,1
395000,5,189,4,4,0,2,2,0,0,1979,2,1,4,-1,1,0,0,3,0,0,0,-1,-1,3760,0,0,0,304,-1,1,2,1,3,0,94,0,-1,2,0,0,0,0,0,0,0,2,-1,-1,0,0,1205,19,218,1
469000,4,220,3,2,0,1,2,0,1,1996,0,0,3,-1,1,0,0,3,0,1,1,-1,-1,431,0,0,0,107,-1,1,0,1,3,1,94,1,-1,2,0,1,0,0,1,0,3,2,9,15,2,2,-1,19,216,1
995000,5,275,5,4,1,1,2,0,1,1966,0,1,3,-1,1,0,0,2,0,0,0,-1,-1,2326,0,2,0,-1,-1,1,0,2,3,0,93,1,-1,2,1,1,0,0,0,0,0,0,15,-1,2,2,1936,23,216,1
-1,9,930,4,4,1,2,2,0,1,1820,0,0,3,-1,0,0,0,2,0,0,0,-1,-1,23511,0,0,0,-1,-1,0,0,1,3,0,93,1,-1,2,1,1,0,0,0,0,0,0,-1,-1,2,2,-1,13,216,1
449000,6,277,5,4,1,2,2,0,0,1965,2,0,4,9,1,0,0,2,0,0,0,-1,10,1250,2,2,0,799,-1,0,1,1,3,0,94,0,35,2,0,1,0,0,0,0,0,3,11,11,0,0,1698,19,216,1
319950,5,215,5,2,1,2,1,0,1,1930,0,0,3,-1,1,0,0,3,0,0,0,-1,-1,104,0,0,0,205,-1,2,0,0,3,0,93,1,-1,0,1,1,0,0,0,0,0,2,-1,-1,2,2,-1,19,216,1
539000,4,188,2,3,0,1,2,0,0,2022,0,0,4,1033,1,0,2,5,0,0,2,-1,-1,500,2,0,0,28,-1,1,0,1,0,0,94,0,19,2,0,1,0,0,0,0,0,2,10,-1,2,2,-1,19,216,1
310451,4,140,2,3,1,1,1,0,1,2023,0,0,3,-1,1,0,0,6,0,0,0,-1,-1,471,0,2,0,-1,-1,1,0,1,3,0,94,1,-1,0,1,1,0,0,0,0,0,2,-1,-1,2,2,-1,19,216,1
269000,5,192,5,3,1,2,1,0,1,1962,0,0,3,-1,1,0,0,3,0,0,0,-1,-1,185,0,2,0,433,-1,0,0,1,3,0,94,1,-1,2,1,1,0,0,0,0,0,2,-1,-1,2,2,-1,19,216,1
579000,4,248,3,2,0,2,2,0,1,1984,0,1,3,-1,2,0,2,3,0,2,1,-1,46,687,0,0,0,188,-1,1,0,1,3,1,94,1,-1,2,0,1,0,0,1,0,2,2,13,21,2,2,-1,19,218,1
495000,4,282,0,4,2,2,2,0,1,1962,0,1,3,-1,1,0,0,5,0,2,2,-1,-1,957,0,2,0,458,-1,2,0,0,3,0,93,1,-1,0,1,0,0,0,0,0,0,3,-1,-1,2,2,1899,19,216,1
339500,4,146,4,2,1,2,2,0,1,-1,0,0,3,-1,1,0,0,3,0,0,0,-1,-1,150,0,0,0,207,-1,1,0,1,3,0,94,1,-1,0,1,1,0,0,0,0,0,2,-1,-1,2,2,-1,19,216,1
319000,4,182,3,3,0,2,2,0,1,1976,0,1,3,-1,1,0,0,2,0,0,0,-1,-1,312,0,2,0,368,-1,0,0,0,3,0,93,1,-1,2,1,0,0,0,0,0,0,2,-1,-1,2,2,708,19,216,1
299000,5,163,5,0,0,1,2,0,1,1950,0,0,3,-1,1,0,0,3,0,0,0,-1,-1,144,0,0,0,338,-1,0,0,0,3,0,93,1,-1,0,3,0,0,0,0,0,0,0,-1,-1,2,2,733,19,216,1
310000,5,127,4,2,1,1,2,0,1,1920,0,0,3,-1,1,0,0,5,0,0,0,-1,-1,211,0,2,0,-1,-1,0,0,1,3,0,92,1,-1,0,1,1,0,0,0,0,0,0,-1,-1,2,2,369,19,216,1
249000,3,181,3,0,0,1,2,0,1,1951,0,1,3,-1,1,0,0,8,0,0,0,-1,-1,678,0,0,0,491,-1,1,0,0,3,0,93,1,17,0,3,0,0,0,0,0,0,0,-1,-1,2,2,542,19,216,1
195000,6,144,5,3,1,2,2,0,1,1918,0,0,0,-1,1,0,0,3,0,0,0,-1,-1,78,2,2,0,628,-1,1,1,1,3,0,94,0,-1,2,1,1,0,0,1,0,3,2,5,5,2,2,374,19,216,1
269000,6,197,3,2,1,2,2,0,1,-1,0,0,3,-1,1,0,0,3,0,0,0,-1,-1,149,0,2,0,450,-1,0,0,1,3,0,93,1,-1,0,1,1,0,0,0,0,0,0,-1,-1,2,2,-1,19,216,1
399000,4,262,3,3,0,2,2,0,0,1954,2,1,4,20,2,0,2,3,0,0,0,-1,-1,848,2,0,2,395,-1,1,0,1,3,0,93,0,44,2,0,0,0,0,0,0,0,0,-1,-1,0,0,694,19,216,1
480000,4,225,3,2,0,2,2,0,1,1953,0,1,3,-1,1,0,0,6,0,1,1,-1,36,196,0,0,0,275,-1,1,0,1,3,1,94,1,-1,0,0,1,0,0,1,0,4,2,8,8,2,2,-1,19,216,1
499000,6,-1,0,4,0,1,1,0,1,1956,0,0,3,-1,3,0,0,3,0,0,0,-1,-1,196,0,0,0,540,-1,0,0,0,0,0,93,1,-1,0,0,0,0,0,0,0,0,4,-1,-1,2,2,1768,15,216,1
415000,4,-1,1,3,1,2,2,0,4,1962,0,1,3,21,1,0,0,2,0,0,0,-1,-1,1018,2,2,0,225,-1,2,1,1,2,0,93,0,42,2,0,0,0,0,1,0,3,2,-1,-1,2,2,1255,19,216,1
795000,5,388,0,4,0,2,2,0,4,2009,0,1,3,-1,2,0,0,5,0,2,0,-1,-1,1010,0,0,0,100,-1,1,2,1,3,0,93,0,-1,2,0,0,0,0,0,0,0,3,-1,-1,0,0,2133,23,217,1
505000,4,181,2,3,0,2,2,0,1,2023,0,1,3,-1,1,0,2,1,2,0,0,506,-1,537,0,2,0,5,-1,2,0,0,3,0,93,1,-1,2,0,0,0,0,0,0,0,2,-1,-1,2,2,-1,19,219,1
389000,3,105,3,2,0,1,1,0,1,1957,0,1,3,-1,2,0,0,6,0,1,1,-1,-1,130,0,0,0,366,-1,1,0,1,3,1,94,1,-1,0,2,1,0,0,1,0,3,2,5,5,2,2,-1,19,216,1
419000,7,235,4,4,1,2,2,0,1,1973,2,1,3,14,1,0,0,5,0,0,0,-1,-1,1270,2,2,0,565,-1,0,0,0,3,0,91,0,37,2,1,0,0,0,0,0,0,2,-1,-1,0,0,-1,19,216,1
449000,6,277,5,4,1,2,2,0,0,1965,2,0,4,9,1,0,0,2,0,0,0,-1,10,1250,2,2,0,799,-1,0,1,1,3,0,94,0,35,2,0,1,0,0,0,0,0,3,11,11,0,0,1698,19,216,1
-1,5,409,3,4,0,2,2,2,4,2020,0,1,3,21,2,0,2,3,0,2,2,-1,-1,1240,2,2,2,42,-1,2,2,2,0,0,93,0,-1,2,0,0,0,0,0,0,0,3,-1,-1,1,1,1810,19,218,1
1600000,0,1400,3,3,0,0,2,0,1,-1,0,0,3,-1,0,0,0,5,0,0,0,-1,-1,-1,0,0,0,-1,-1,1,0,0,0,0,93,0,-1,2,1,0,0,0,0,0,0,0,-1,-1,2,2,-1,15,164,1
486600,4,208,2,3,1,1,2,0,1,2025,0,1,3,-1,1,0,2,6,0,0,0,-1,-1,884,0,2,0,-1,-1,2,0,1,3,0,91,1,-1,2,1,1,0,0,0,0,0,2,-1,-1,2,2,-1,19,216,1
1650000,5,413,4,4,1,2,2,2,1,-1,0,1,3,-1,3,0,0,3,0,0,0,550,25,1303,0,0,0,248,-1,2,0,1,3,0,92,1,28,0,1,1,0,0,0,0,0,4,20,-1,2,2,2586,23,164,1
669000,4,210,3,3,0,2,2,0,1,2020,0,0,3,9,1,0,2,3,0,0,0,165,16,290,0,2,0,36,-1,2,0,0,3,0,93,1,40,2,0,0,2,0,0,0,0,2,7,10,2,2,-1,19,166,1
339000,4,140,2,2,0,2,2,0,1,-1,0,1,3,-1,1,0,0,5,0,0,0,-1,-1,273,0,0,0,299,-1,1,0,0,0,0,94,0,-1,2,1,0,0,0,0,0,0,0,-1,-1,2,2,-1,19,166,1
339000,4,140,2,2,0,2,2,0,1,-1,0,1,3,-1,1,0,0,5,0,0,0,-1,-1,273,0,0,0,299,-1,1,0,0,0,0,94,0,-1,2,1,0,0,0,0,0,0,0,-1,-1,2,2,-1,19,164,1
610000,5,225,4,3,1,2,2,0,1,1964,0,0,3,-1,1,0,0,3,0,0,0,233,16,398,0,0,0,-1,-1,2,0,2,2,0,94,1,-1,2,1,1,0,0,0,0,0,2,5,-1,2,2,845,19,164,1
320000,4,144,3,2,0,2,2,0,1,-1,0,0,3,-1,1,0,0,3,0,0,0,-1,-1,214,0,2,0,153,-1,2,0,0,0,0,93,1,-1,0,0,0,0,0,0,0,0,2,-1,-1,2,2,666,19,164,1
239000,5,115,5,2,1,1,2,0,1,-1,0,0,3,-1,1,0,0,3,0,0,0,33,-1,111,0,2,0,775,-1,1,0,1,3,0,94,1,-1,0,1,1,0,0,0,0,0,1,4,-1,2,2,-1,19,164,1
575000,5,225,3,3,0,2,2,0,1,1999,0,1,3,13,1,0,2,3,0,2,0,-1,-1,473,2,2,0,146,-1,2,1,1,3,0,94,2,65,2,0,0,0,0,0,0,0,2,13,13,0,0,639,19,166,1
295000,5,141,5,3,1,2,1,0,1,1918,0,0,3,-1,1,0,0,3,0,0,0,-1,-1,91,0,2,0,601,-1,0,0,1,3,0,94,1,-1,0,1,1,0,0,0,0,0,1,-1,-1,2,2,374,19,164,1
1290000,6,275,0,4,1,2,2,2,4,1885,0,1,3,39,2,0,0,3,0,0,2,-1,-1,1643,0,2,2,69,-1,2,1,2,3,0,93,0,37,2,0,0,2,0,0,0,0,4,-1,-1,0,0,1936,19,166,1
